iteration,coverage,emitter_mutation_count:,emitter_variation_count:,ga_max_fitness,ga_population_size,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions,time
10,81.25,3933,256,[2342.954   -368.75378],6400,1615167.4,"[      -inf 1028453.    680918.75  943868.3   707691.7   605434.7
  651402.9   528142.6   568691.44  772856.56  623649.6   714111.56
 1123334.9  1092196.2   890617.6  1146244.6        -inf  162948.94
  582364.9   609557.9   622778.44  417722.38  626888.4   911746.1
  625246.94       -inf 1065550.2   857674.75  655569.25 1007250.94
  779308.6        -inf 1258683.8  1032532.7   733848.3  1187546.6
  611462.6        -inf 1175723.1   450818.97  474006.66       -inf
  524913.         -inf       -inf  817340.5   726223.94 1235532.8
  683971.5   542323.75  886239.1        -inf  488129.53       -inf
  848032.5   638598.5   596796.25       -inf  406401.7   624320.94
  598175.    564230.25  942289.6        -inf  839078.1   950684.1
  591205.44  813328.    814313.5   476852.62  817605.75  622404.8
       -inf  445615.97  670411.75 1216675.1   912793.4  1019334.5
       -inf 1190294.5   836549.1        -inf  848918.06  886368.6
 1164350.    930662.3        -inf  601142.2   280517.5   658860.06
  635708.9   892066.94 1066844.5        -inf  662782.06 1207684.6
  755227.25  711510.2   347816.12 1150862.1        -inf       -inf
       -inf  572668.1   548804.4   538254.06  828925.25  506457.1
  210879.    625828.3   265130.7        -inf  975540.75  701190.7
  433282.7  1087888.9        -inf  986792.4   995359.1  1132231.2
  891792.7   397843.88  573957.56       -inf  357144.44  720111.44
       -inf  481562.12]",1258683.8,[2342.954   -368.75378],1790.1792,[-1351.8984  -594.598 ],77900480.0,0.22432882,"[      -inf 0.14284071 0.09457205 0.13109282 0.09829052 0.08408815
 0.09047262 0.07335314 0.07898492 0.10734119 0.08661801 0.09918217
 0.15601873 0.15169394 0.12369688 0.15920064       -inf 0.0226318
 0.08088401 0.08466082 0.08649701 0.058017   0.08706783 0.12663141
 0.08683985       -inf 0.14799309 0.11912149 0.09105128 0.13989596
 0.1082373        -inf 0.17481719 0.14340733 0.10192336 0.16493703
 0.08492536       -inf 0.16329488 0.06261374 0.06583425       -inf
 0.07290458       -inf       -inf 0.11351951 0.10086444 0.17160177
 0.09499605 0.07532274 0.12308876       -inf 0.06779577       -inf
 0.11778229 0.08869423 0.08288836       -inf 0.05644468 0.08671124
 0.08307985 0.0783653  0.13087356       -inf 0.11653863 0.13203944
 0.08211186 0.11296222 0.1130991  0.06622953 0.11355635 0.08644512
       -inf 0.0618911  0.09311274 0.16898265 0.12677686 0.14157423
       -inf 0.16531867 0.11618736       -inf 0.11790528 0.12310676
 0.16171527 0.12925865       -inf 0.08349197 0.03896076 0.09150834
 0.0882929  0.12389819 0.14817286       -inf 0.09205306 0.16773397
 0.10489267 0.09882085 0.04830779 0.15984195       -inf       -inf
       -inf 0.07953724 0.07622283 0.07475752 0.1151285  0.07034127
 0.02928875 0.0869206  0.0368237        -inf 0.13549177 0.0973876
 0.06017815 0.15109567       -inf 0.1370545  0.13824432 0.15725434
 0.12386008 0.05525609 0.07971633       -inf 0.0496034  0.10001548
       -inf 0.06688363]",0.17481719,77900480.0,"[ 0  6  4  3  5  1  3  1  2  2  3  2  2  2  2  6  0  2  1  2  1  1  2  2
  2  0  7  1  1  2  1  0  8  6  2  7  1  0  4  1  3  0  1  0  0  7  2 10
  2  2  3  0  2  0  6  1  3  0  4  1  2  1  2  0  2  6  1  3  2  1  4  1
  0  2  1  6  2  4  0  4  4  0  1  1  8  3  0  2  1  3  2  4  1  0  2 10
  3  3  2  2  0  0  0  2  3  1  3  4  2  1  5  0  8  2  1  7  0  4  2  3
 14  1  1  0  1  1  0  4]",295,311,146.54747462272644
20,85.9375,1642,256,[2342.954   -345.52112],6400,1694912.0,"[ 439292.34 1061298.    746620.2  1074904.4  1101620.    605434.7
  671185.94  528142.6   776021.94  772856.56  647728.94  714111.56
 1130263.8  1236509.6   928358.25 1179851.4        -inf  341444.56
  724218.06  848575.    698344.25  417722.38  912742.56  975575.1
  637400.5        -inf 1073522.5   913618.25  655569.25 1041402.
 1130814.    626016.9  1472544.9  1085914.8   765871.25 1312685.
  618052.44       -inf 1176402.    450818.97  589572.5        -inf
  675885.06       -inf       -inf  903527.3   757584.9  1361983.1
  683971.5   776402.3   886421.25       -inf  488129.53       -inf
 1436420.4   638598.5   634309.5        -inf  561913.4   624320.94
  598581.94  655485.06  980715.56       -inf  839078.1   997643.3
  591205.44  840411.56  834901.3   476852.62  817605.75  647487.5
       -inf  539991.9   670411.75 1278675.1   922842.9  1019334.5
       -inf 1245809.2   928047.8        -inf  926913.94  976829.5
 1302553.1  1082657.4   801142.5  1154247.    305065.2   711709.56
  759254.    892066.94 1357166.4        -inf  671321.44 1320216.8
  800760.1   936310.5   371671.78 1189840.8        -inf       -inf
  582952.25  702391.    634471.1   558763.6   855390.75  665739.
  465262.97  625828.3   287762.62       -inf 1050575.5   701190.7
  725991.9  1149423.         -inf 1048576.4  1124621.1  1173249.1
  914649.75  674677.4   636953.1   773181.25  517599.7   720111.44
  373782.25  644347.94]",1472544.9,[2342.954   -345.52112],1790.1792,[-1430.0116  -594.598 ],90564800.0,0.23540446,"[0.06101283 0.14740251 0.10369726 0.14929226 0.15300277 0.08408815
 0.09322027 0.07335314 0.10778083 0.10734119 0.08996235 0.09918217
 0.15698108 0.17173745 0.12893865 0.16386826       -inf 0.04742286
 0.10058584 0.11785764 0.09699227 0.058017   0.1267698  0.13549654
 0.08852785       -inf 0.14910035 0.12689142 0.09105128 0.14463916
 0.1570575  0.08694679 0.20452012 0.15082149 0.106371   0.18231735
 0.08584062       -inf 0.16338915 0.06261374 0.08188507       -inf
 0.09387293       -inf       -inf 0.1254899  0.10522012 0.18916431
 0.09499605 0.10783365 0.12311406       -inf 0.06779577       -inf
 0.19950283 0.08869423 0.08809854       -inf 0.07804353 0.08671124
 0.08313638 0.09103958 0.13621049       -inf 0.11653863 0.13856158
 0.08211186 0.11672383 0.1159585  0.06622953 0.11355635 0.08992882
       -inf 0.07499887 0.09311274 0.17759377 0.1281726  0.14157423
       -inf 0.17302905 0.12889552       -inf 0.12873803 0.13567077
 0.18091017 0.1503691  0.11126979 0.16031207 0.04237016 0.09884854
 0.10545195 0.12389819 0.18849534       -inf 0.09323908 0.18336341
 0.11121669 0.13004312 0.05162108 0.16525565       -inf       -inf
 0.08096559 0.0975543  0.08812099 0.07760607 0.11880427 0.09246376
 0.06461986 0.0869206  0.03996703       -inf 0.14591327 0.0973876
 0.10083219 0.15964207       -inf 0.1456356  0.15619737 0.16295126
 0.1270347  0.09370519 0.08846571 0.10738628 0.07188885 0.10001548
 0.0519142  0.08949277]",0.20452012,90564800.0,"[ 1  5  5  6  3  1  5  1  2  2  5  2  4  4  4 10  0  1  1  7  2  1  2  4
  3  0  7  3  1  3  1  1  9  6  2  8  2  0  5  1  3  0  1  0  0  6  1 10
  2  3  4  0  2  0  5  1  3  0  2  1  3  1  3  0  2  6  1  3  2  1  4  2
  0  3  1  7  4  4  0  3  5  0  3  2  9  4  4  2  2  4  2  4  4  0  3 11
  3  1  2  3  0  0  1  3  5  2  4  4  1  1  7  0  8  2  3  8  0  3  3  4
 16  1  2  1  4  1  1  7]",491,384,48.701500415802
30,86.71875,831,138,[2829.8882  -320.14893],6400,1933022.5,"[ 907793.44 1253383.5   746620.2  1078332.8  1101620.    627952.6
  788093.7  1080821.9   776619.25  783219.06  675510.    714111.56
 1376982.6  1237884.    928358.25 1257171.5        -inf  341444.56
  724218.06  874466.    725206.    417722.38 1040495.9  1040556.3
  844535.         -inf 1105465.1   913846.7   655569.25 1124306.
 1130814.    626016.9  1580752.5  1095927.2  1156272.1  1347845.8
  618052.44       -inf 1178383.4        -inf  567916.4        -inf
  675885.06       -inf       -inf 1031863.4  1008889.25 1409971.1
  683971.5   830077.94  886421.25       -inf  414642.34       -inf
 1445126.    638598.5   642881.3        -inf  585757.1   682564.6
  849330.7   655485.06 1041915.         -inf  879118.8  1042819.4
  601916.25  942204.4   882696.9   476852.62  818569.06  733905.25
  568440.9   445615.97  670411.75 1290447.1   983796.75 1087428.5
  459345.97 1246812.5   929759.8        -inf  926913.94  979842.4
 1408856.5  1132692.5   909692.1  1208558.5   484648.72 1781342.5
 1052611.    892760.1  1478058.2        -inf 1044241.94 1322234.4
  972122.    938826.56  366883.38 1213903.2        -inf       -inf
  733050.25  702391.    645369.6   558763.6  1046439.7   834524.25
  514318.25  806143.5   255716.06  591180.9  1211262.2   701190.7
  725991.9  1187002.1        -inf 1194063.   1128896.1  1178555.9
 1115424.8   674677.4   636953.1   773181.25  456755.03  770204.06
       -inf  801322.06]",1781342.5,[2829.8882  -320.14893],2292.1602,[-1430.0116  -594.598 ],99345380.0,0.26847535,"[0.12608242 0.17408104 0.10369726 0.14976844 0.15300277 0.08721565
 0.10945745 0.15011416 0.10786378 0.10878044 0.09382084 0.09918217
 0.1912476  0.17192835 0.12893865 0.17460716       -inf 0.04742286
 0.10058584 0.12145361 0.10072307 0.058017   0.14451331 0.14452171
 0.11729652       -inf 0.15353684 0.12692314 0.09105128 0.15615359
 0.1570575  0.08694679 0.21954897 0.15221213 0.16059335 0.1872008
 0.08584062       -inf 0.16366436       -inf 0.07887727       -inf
 0.09387293       -inf       -inf 0.14331435 0.1401235  0.19582935
 0.09499605 0.11528861 0.12311406       -inf 0.05758921       -inf
 0.20071194 0.08869423 0.08928907       -inf 0.08135515 0.09480064
 0.11796259 0.09103958 0.14471042       -inf 0.12209983 0.14483602
 0.08359948 0.13086171 0.12259679 0.06622953 0.11369015 0.10193129
 0.07895012 0.0618911  0.09311274 0.17922878 0.13663845 0.15103173
 0.06379805 0.17316838 0.1291333        -inf 0.12873803 0.13608922
 0.19567451 0.1573184  0.12634614 0.16785535 0.06731232 0.24740869
 0.14619598 0.12399446 0.20528585       -inf 0.1450336  0.18364364
 0.13501695 0.13039257 0.05095602 0.16859767       -inf       -inf
 0.10181253 0.0975543  0.08963467 0.07760607 0.14533883 0.11590615
 0.0714331  0.11196437 0.03551612 0.08210845 0.16823086 0.0973876
 0.10083219 0.16486141       -inf 0.16584209 0.15679112 0.16368832
 0.15492012 0.09370519 0.08846571 0.10738628 0.0634382  0.10697278
       -inf 0.11129473]",0.24740869,99345380.0,"[ 3  3  5 10  3  2  5  2  3  2  4  2  6  5  4  9  0  1  1  5  2  1  2  8
  1  0  8  5  1  4  1  1 11  7  2  8  2  0  7  0  2  0  1  0  0  5  3 11
  2  4  4  0  2  0  7  1  4  0  2  1  2  1  3  0  2  8  2  4  4  1  5  1
  1  2  1  6  4  7  1  4  6  0  3  3  8  7  5  2  2  3  1  5  5  0  1 11
  3  2  1  4  0  0  1  3  8  2  5  4  1  3  2  1  7  2  3 10  0  5  4  5
 10  1  2  1  2  2  0  4]",554,414,45.46623492240906
40,85.15625,890,150,[2829.8882  -320.14893],6400,1953282.0,"[ 847380.6  1264358.    789999.06 1078332.8  1332608.5   639797.
  790082.   1086276.9   776619.25  783219.06  694195.44  714456.
 1378235.8  1322467.6  1004596.   1292291.4        -inf  341444.56
  724218.06  874466.    725206.    653924.75 1052935.8  1083937.4
  844535.         -inf 1201217.8   913846.7   719783.94 1312572.5
 1130814.    626016.9  1625353.5  1244269.8  1161979.5  1390061.9
  618052.44  560414.25 1202368.2        -inf  691021.6        -inf
  871001.6        -inf       -inf 1043957.25 1008889.25 1451165.8
 1094381.2   904092.6   901802.5        -inf  414642.34       -inf
 1467215.2   638598.5   715182.6        -inf  585757.1   682564.6
  646767.4   945709.25 1041915.         -inf  879118.8  1060769.1
  605078.44  968606.5  1112748.6        -inf  857640.3   779594.1
       -inf  445615.97  711607.2  1418522.   1218344.8  1087428.5
  869798.75 1278272.6   952623.56       -inf 1022323.    983847.4
 1426620.4  1133214.1  1036258.25 1345921.2   484648.72 1783222.
 1139054.6   898126.   1538222.5        -inf 1200268.9  1325305.6
  998380.8   938826.56       -inf 1213903.2        -inf       -inf
  733050.25  706320.    681686.6   657569.7  1118164.2   846798.5
  514318.25  929231.75  289979.16  591180.9  1211262.2   702917.8
  696861.56 1246638.5        -inf 1195274.2  1128896.1  1299743.1
 1144530.6   759034.4   611378.2   876511.6   457428.44  770204.06
       -inf  800822.9 ]",1783222.0,[2829.8882  -320.14893],2292.1602,[-1279.724    -595.59766],103590720.0,0.27128914,"[0.11769175 0.17560527 0.10972209 0.14976844 0.18508452 0.0888607
 0.1097336  0.15087178 0.10786378 0.10878044 0.09641603 0.09923001
 0.19142166 0.18367608 0.13952722 0.1794849        -inf 0.04742286
 0.10058584 0.12145361 0.10072307 0.09082288 0.14624108 0.15054686
 0.11729652       -inf 0.16683578 0.12692314 0.09997    0.18230173
 0.1570575  0.08694679 0.22574356 0.17281523 0.16138604 0.19306414
 0.08584062 0.07783531 0.16699558       -inf 0.09597523       -inf
 0.12097245       -inf       -inf 0.14499407 0.1401235  0.2015508
 0.1519974  0.12556842 0.12525034       -inf 0.05758921       -inf
 0.2037799  0.08869423 0.09933092       -inf 0.08135515 0.09480064
 0.0898288  0.13134849 0.14471042       -inf 0.12209983 0.14732905
 0.08403868 0.13452868 0.1545484        -inf 0.11911672 0.10827696
       -inf 0.0618911  0.09883433 0.19701695 0.16921455 0.15103173
 0.12080538 0.17753787 0.13230883       -inf 0.14198929 0.13664547
 0.19814172 0.15739086 0.14392474 0.18693349 0.06731232 0.24766973
 0.15820204 0.12473972 0.21364199       -inf 0.16670401 0.18407021
 0.138664   0.13039257       -inf 0.16859767       -inf       -inf
 0.10181253 0.09809999 0.0946787  0.09132913 0.15530059 0.11761092
 0.0714331  0.12905997 0.04027488 0.08210845 0.16823086 0.09762748
 0.09678633 0.17314422       -inf 0.16601034 0.15679112 0.18051988
 0.15896259 0.10542145 0.08491364 0.12173773 0.06353173 0.10697278
       -inf 0.1112254 ]",0.24766973,103590720.0,"[ 2  4  4 10  4  3  6  3  3  2  4  3  6  5  4  9  0  1  1  5  2  2  4  6
  1  0 11  5  2  3  1  1  9  5  4 10  2  1  9  0  2  0  3  0  0 10  3 10
  1  6  2  0  2  0  8  1  3  0  2  1  1  2  3  0  2 10  5  6  5  0  6  3
  0  2  2  8  4  7  2  7 10  0  3  5 10  9  5  3  2  4  2  5  5  0  1  9
  3  2  0  4  0  0  1  3  3  1  6  4  1  3  2  1  7  3  1  8  0  6  4  5
  5  3  2  3  3  2  0  3]",591,448,48.734416007995605
50,89.0625,979,155,[2829.8882  -276.25293],6400,2090192.5,"[ 741571.06 1265967.4   509671.75 1140509.2  1450631.9   724167.7
  815398.9  1080821.9   777154.1   901364.4   667921.5   769190.9
 1379112.5  1742870.2  1172062.2  1349834.    634441.8   341444.56
  724218.06  898676.    725206.    653924.75 1117293.4  1091084.
  844535.         -inf 1260502.    914540.3   719783.94 1312572.5
 1132343.    626016.9  1652516.5  1289776.9  1162096.2  1491154.9
  618052.44  560414.25 1213191.8        -inf  691021.6        -inf
  871001.6        -inf       -inf 1047301.44 1147425.6  1480150.8
 1094381.2   906126.5  1276354.         -inf  425027.94       -inf
 1470778.    638598.5   845071.9   777904.9   468498.84  682564.6
  646767.4   964754.6  1050484.2        -inf  879118.8  1081176.6
  623576.2   968693.   1156329.5        -inf  870113.25  793659.56
  666518.94  689301.3   711607.2  1463761.8  1247043.5  1103089.1
  874092.   1278272.6   970361.6   618340.56 1022323.   1031670.6
 1590002.4  1138142.6  1054956.2  1391151.6   484648.72 1784020.
 1141130.   1128748.2  1567103.1        -inf 1270338.4  1415627.4
 1114882.5   938826.56       -inf 1405656.    642905.56       -inf
  733050.25  715819.8  1072295.5   710550.75 1118489.1   713009.7
  655361.2   929231.75  275150.6   591180.9  1287153.5   729915.2
  696861.56 1270247.8        -inf 1200295.2  1129429.9  1529178.5
 1149619.    759034.4   977118.4   890865.2   635605.94  770204.06
       -inf  889697.1 ]",1784020.0,[2829.8882  -276.25293],2292.1602,[-1279.724    -595.59766],111502800.0,0.2903045,"[0.10299598 0.17582878 0.07078775 0.15840405 0.20147665 0.10057884
 0.11324984 0.15011416 0.10793807 0.1251895  0.09276687 0.10683206
 0.19154342 0.24206533 0.16278641 0.18747695 0.08811691 0.04742286
 0.10058584 0.1248161  0.10072307 0.09082288 0.15517965 0.15153946
 0.11729652       -inf 0.17506972 0.1270195  0.09997    0.18230173
 0.15726985 0.08694679 0.22951618 0.17913568 0.16140227 0.20710483
 0.08584062 0.07783531 0.16849886       -inf 0.09597523       -inf
 0.12097245       -inf       -inf 0.14545852 0.15936466 0.2055765
 0.1519974  0.1258509  0.1772714        -inf 0.05903166       -inf
 0.20427471 0.08869423 0.1173711  0.10804234 0.06506929 0.09480064
 0.0898288  0.13399369 0.14590059       -inf 0.12209983 0.15016343
 0.08660781 0.13454069 0.1606013        -inf 0.12084906 0.1102305
 0.09257206 0.09573628 0.09883433 0.20330025 0.17320049 0.15320684
 0.12140166 0.17753787 0.13477245 0.08588063 0.14198929 0.14328758
 0.22083367 0.15807538 0.14652169 0.1932155  0.06731232 0.24778053
 0.15849029 0.15677062 0.21765321       -inf 0.17643589 0.19661492
 0.15484479 0.13039257       -inf 0.19523    0.08929244       -inf
 0.10181253 0.09941941 0.14892992 0.09868761 0.15534571 0.09902913
 0.09102239 0.12905997 0.03821536 0.08210845 0.17877132 0.10137711
 0.09678633 0.1764233        -inf 0.16670768 0.15686525 0.2123859
 0.15966928 0.10542145 0.13571088 0.12373127 0.08827859 0.10697278
       -inf 0.12356905]",0.24778053,111502800.0,"[ 1  5  2  8  3  3  5  2  4  3  2  2  6  4  5 13  1  1  1  3  2  2  3  4
  1  0 13  6  2  3  2  1  8  9  5  9  2  1  7  0  2  0  3  0  0 10  4 10
  1  5  5  0  4  0  9  1  2  2  1  1  1  3  4  0  2 11  3  7  6  0  4  4
  1  3  2  8  6  9  3  7  9  1  3  6 12  6  6  2  2  5  3  6  5  0  2  9
  3  2  0  5  1  0  1  4  3  3  6  2  2  3  1  1 11  4  1  6  0  8  7  7
  4  3  2  3  1  2  0  3]",659,474,56.09603404998779
60,89.0625,1045,161,[2829.8882  -252.91827],6400,2211652.8,"[ 741571.06 1276483.5   530899.7  1141772.   1556973.2   707587.7
  835754.6  1080821.9   776947.1   902224.5   707998.   1368995.6
 1380037.1  1743093.2  1172062.2  1368591.2   634441.8        -inf
  724218.06  898676.    725206.    454811.12 1117293.4  1126354.
  844535.         -inf 1463130.1   961245.75  811773.5  1367256.4
 1132343.         -inf 1716479.5  1313964.8  1187227.1  1592560.8
       -inf  598404.3  1227339.8        -inf  691021.6        -inf
  871001.6        -inf  752887.1  1099533.6  1153851.2  1601046.9
 1094381.2   924971.5  1279280.4  1203892.6   322764.7        -inf
 1521182.         -inf  901896.2   777904.9   468498.84 1027942.
  774647.94 1288026.6  1056276.6   696978.94 1098580.   1122951.1
  625937.8   969010.56 1212489.5        -inf  878959.9   793659.56
  851803.6   671444.9   740242.5  1468636.6  1461542.   1175777.9
  791786.94 1580952.6  1173410.2   618340.56 1041167.25 1031670.6
 1704294.6  1228799.4  1060380.2  1532119.2   491863.2  1788884.2
 1141130.   1165022.8  1766923.2        -inf 1352043.6  1494989.9
 1197284.5   938828.5        -inf 1421891.4   642905.56       -inf
  733050.25  719174.94 1111000.    663529.7  1148694.1   713009.7
  655361.2  1200764.5   275150.6   591180.9  1346967.8   665505.94
  696861.56 1353295.5   690956.4  1269464.9  1138314.9  1570638.2
 1153407.1   759034.4  1091493.2   916908.25  635605.94  770204.06
       -inf  889697.1 ]",1788884.2,[2829.8882  -252.91827],2292.1602,[-1279.724   -595.5354],117692056.0,0.307174,"[0.10299598 0.17728937 0.07373607 0.15857944 0.21624628 0.09827606
 0.11607703 0.15011416 0.10790932 0.12530896 0.09833305 0.19013828
 0.19167183 0.24209629 0.16278641 0.19008212 0.08811691       -inf
 0.10058584 0.1248161  0.10072307 0.06316821 0.15517965 0.15643807
 0.11729652       -inf 0.20321253 0.13350636 0.11274632 0.1898967
 0.15726985       -inf 0.23839994 0.18249512 0.16489267 0.22118896
       -inf 0.08311171 0.17046387       -inf 0.09597523       -inf
 0.12097245       -inf 0.10456765 0.152713   0.16025709 0.22236763
 0.1519974  0.12846825 0.17767784 0.16720732 0.04482843       -inf
 0.21127528       -inf 0.12526336 0.10804234 0.06506929 0.14276972
 0.10758999 0.17889257 0.14670509 0.09680263 0.15258054 0.15596543
 0.0869358  0.13458481 0.16840133       -inf 0.12207777 0.1102305
 0.11830607 0.09325622 0.10281146 0.2039773  0.20299193 0.16330248
 0.10997041 0.21957675 0.16297363 0.08588063 0.14460656 0.14328758
 0.2367076  0.1706666  0.14727502 0.21279435 0.06831433 0.24845614
 0.15849029 0.16180871 0.24540602       -inf 0.18778384 0.20763747
 0.16628951 0.13039283       -inf 0.19748493 0.08929244       -inf
 0.10181253 0.09988541 0.15430555 0.0921569  0.15954085 0.09902913
 0.09102239 0.16677286 0.03821536 0.08210845 0.18707886 0.09243137
 0.09678633 0.1879577  0.09596617 0.17631458 0.1580993  0.2181442
 0.16019543 0.10542145 0.15159628 0.12734836 0.08827859 0.10697278
       -inf 0.12356905]",0.24845614,117692056.0,"[ 1  7  3 10  4  2  4  2  3  3  1  3  7  5  5 12  1  0  1  3  2  1  3  4
  1  0 11  7  3  4  2  0  6  9  5 15  0  1  6  0  2  0  3  0  2  6  5 10
  1  2  5  1  1  0  8  0  2  2  1  2  2  4  6  1  1  8  2  8  5  0  4  4
  1  2  3  8  6 10  3  9  3  1  3  6  7  5  4  3  2  6  3  5  5  0  2 10
  6  3  0  4  1  0  1  5  4  2  4  2  2  4  1  1  9  1  1 10  1  7  8  8
  5  3  2  3  1  2  0  3]",739,466,94.97277617454529
70,85.9375,1069,169,[2829.8882 -226.2968],6400,2292186.0,"[ 741571.06 1292937.    496918.06 1229752.6  1579470.    680866.25
  841212.5  1080821.9   776021.94  910350.7   889655.4  1558391.6
 1383103.   1788023.2  1274060.9  1435358.         -inf       -inf
 1003471.1   898676.    685197.4   684985.9  1381266.5  1129315.2
  870608.4        -inf 1489485.5   987893.9   811679.1  1523232.4
 1132343.         -inf 1743760.5  1321751.9  1187227.1  1800813.2
  797200.25  923407.44 1227339.8        -inf 1013080.6        -inf
  884042.4   750160.9   809650.06 1126745.   1226428.6  1655715.9
 1132967.6   936211.9  1544689.5  1203892.6        -inf       -inf
 1521182.         -inf  901896.2   777904.9        -inf 1027942.
  828875.44 1357054.4  1056276.6  1201301.6  1098580.   1216656.8
  625937.8   969757.9  1212520.6        -inf  820981.4   794519.7
  851803.6   753918.1  1074963.6  1659165.   1488882.   1210392.
  830227.2  1806785.8  1173786.2        -inf 1041167.25 1031670.6
 1707789.8  1241974.1  1043945.56 1596057.2   491863.2  1801465.5
 1429258.5  1165228.8  1767730.6        -inf 1352043.6  1552132.9
 1204425.8   939999.    573592.3  1593973.9        -inf       -inf
  733050.25  625158.2  1184012.2        -inf 1148694.1  1069325.5
  672694.7  1200764.5   275150.6   591180.9  1402322.4        -inf
  696861.56 1431545.    690956.4  1270301.8  1208265.5  1707041.
 1217682.8  1052164.   1091493.2   932856.6   635605.94  770428.5
       -inf  961919.94]",1806785.8,[2829.8882 -226.2968],2292.1602,[-1279.724   -594.9339],122206860.0,0.3183592,"[0.10299598 0.17957456 0.06901639 0.17079897 0.21937083 0.09456476
 0.11683508 0.15011416 0.10778083 0.1264376  0.12356325 0.21644327
 0.19209766 0.24833658 0.17695288 0.19935524       -inf       -inf
 0.13937098 0.1248161  0.09516631 0.09513692 0.19184257 0.15684932
 0.12091783       -inf 0.20687297 0.1372075  0.11273322 0.21156004
 0.15726985       -inf 0.24218896 0.18357664 0.16489267 0.25011295
 0.11072226 0.12825103 0.17046387       -inf 0.14070565       -inf
 0.12278366 0.10418901 0.11245139 0.15649238 0.17033732 0.22996053
 0.15735662 0.13002943 0.21454021 0.16720732       -inf       -inf
 0.21127528       -inf 0.12526336 0.10804234       -inf 0.14276972
 0.11512159 0.18847977 0.14670509 0.16684745 0.15258054 0.16898009
 0.0869358  0.1346886  0.16840565       -inf 0.11402519 0.11034996
 0.11830607 0.10471085 0.1493005  0.23043959 0.20678917 0.16811001
 0.11530933 0.25094247 0.16302586       -inf 0.14460656 0.14328758
 0.23719302 0.1724964  0.14499243 0.2216746  0.06831433 0.25020355
 0.19850811 0.16183734 0.24551815       -inf 0.18778384 0.215574
 0.16728133 0.13055542 0.07966559 0.22138524       -inf       -inf
 0.10181253 0.08682753 0.16444615       -inf 0.15954085 0.14851743
 0.09342983 0.16677286 0.03821536 0.08210845 0.19476698       -inf
 0.09678633 0.1988257  0.09596617 0.17643078 0.16781464 0.23708902
 0.16912259 0.1461339  0.15159628 0.12956342 0.08827859 0.10700394
       -inf 0.1336    ]",0.25094247,122206860.0,"[ 1  8  2 11  5  1  4  2  2  4  2  6  9  4  7 16  0  0  1  3  1  2  4  5
  2  0 11  8  2  5  2  0  8  9  5  9  1  1  6  0  2  0  2  2  3  7  4 11
  1  3  3  1  0  0  8  0  2  2  0  2  2  5  6  3  1  5  2  8  6  0  4  5
  1  1  1 11  5 11  3 12  4  0  3  6  9  7  4  5  2  7  5  6  6  0  2  7
  6  4  2  5  0  0  1  3  3  0  4  3  3  4  1  1  9  0  1 14  1  8  2  6
  7  2  2  4  1  3  0  4]",747,491,52.6283814907074
