iteration,coverage,emitter_mutation_count:,emitter_variation_count:,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions,time
10,100.0,0,111,80141.914,"[64390.01  67159.44  76725.516 61830.33  63035.51  68136.51  58341.71
 51538.918 66043.71  69417.7   63478.07  56332.316 50672.438 56568.92
 55518.863 61173.504 63532.344 64150.742 73784.9   67441.6   52440.926
 68828.39  59297.504 59309.53  61868.73  49033.56  60414.86  58379.336
 62731.797 65667.71  65368.934 68466.58  68452.23  62040.21  76127.78
 63087.484 67584.96  59462.863 69498.695 57362.78  63777.86  47912.598
 65763.62  67336.71  66586.44  69320.945 59726.39  65654.234 59020.754
 63064.523 56554.75  65791.84  68831.09  57833.934 51719.95  66829.734
 63183.63  49588.37  71008.71  53797.38  66122.47  60033.816 70513.44
 64907.742 57915.676 55695.688 60454.285 58099.027 55453.285 63380.234
 65128.76  68396.99  56336.26  67219.22  67681.086 57426.77  57284.086
 60119.21  66348.24  61268.41  60592.445 62292.297 60966.9   60396.695
 63022.152 66196.17  48498.152 64502.14  68255.91  54922.258 54844.105
 66173.44  58462.35  59354.344 50570.855 48985.656 54312.188 62523.93
 64176.113 59380.17  54898.07  63729.996 55921.355 62278.918 66336.54
 71303.32  60380.54  64226.875 60563.414 60361.63  60537.258 63983.105
 64947.473 66204.87  50597.95  65495.83  56919.465 62022.312 65478.01
 49026.766 58169.45  68323.48  55314.066 59174.414 55173.895 60955.75
 67460.3   58626.38 ]",76725.516,[ 75.17595  -23.827972],-17.916359,[ -22.887123 -253.70557 ],7884626.0,0.26713973,"[0.21463338 0.22386476 0.25575173 0.2061011  0.21011837 0.22712171
 0.19447237 0.17179638 0.2201457  0.23139231 0.2115936  0.18777439
 0.16890815 0.18856308 0.18506287 0.20391168 0.21177445 0.21383579
 0.24594966 0.22480536 0.17480306 0.22942795 0.19765833 0.19769843
 0.2062291  0.1634452  0.20138289 0.19459778 0.209106   0.2188924
 0.21789645 0.22822192 0.22817406 0.20680073 0.2537593  0.21029162
 0.2252832  0.19820955 0.23166232 0.19120927 0.21259287 0.15970866
 0.21921204 0.22445568 0.22195478 0.23106983 0.19908798 0.21884745
 0.19673584 0.21021508 0.18851581 0.21930617 0.22943696 0.19277976
 0.17239983 0.2227658  0.2106121  0.16529459 0.2366957  0.1793246
 0.22040825 0.20011272 0.23504479 0.21635914 0.19305223 0.1856523
 0.2015143  0.19366342 0.18484429 0.21126744 0.21709587 0.22798994
 0.18778755 0.22406408 0.22560363 0.19142257 0.19094695 0.20039737
 0.2211608  0.20422804 0.20197481 0.207641   0.20322299 0.20132232
 0.21007384 0.22065392 0.16166052 0.21500716 0.22751969 0.1830742
 0.18281369 0.22057813 0.1948745  0.19784781 0.1685695  0.16328552
 0.18104061 0.20841312 0.2139204  0.19793391 0.18299355 0.21243331
 0.18640453 0.20759638 0.22112179 0.23767772 0.20126846 0.21408959
 0.20187806 0.20120545 0.20179085 0.21327701 0.21649157 0.2206829
 0.16865984 0.21831942 0.18973155 0.20674105 0.21826005 0.16342254
 0.19389816 0.22774492 0.18438022 0.19724806 0.18391299 0.20318583
 0.22486766 0.19542125]",0.25575173,7884626.0,"[ 7  6  8  6  4 10  2  4  5 10  9  1  4  7  3  9 11  8  5  4  3  9  4  8
  7  4 10  5 11  6  5  6  3  9 12  5 11  3  8  3  8  3  8  6  6  5  5  8
  4  5  8  8 10  7  6  7 10  6  5  1  7  6  6 16  5  7  6  4  3  3  8 10
  5  4  6  3 12  7  7  5  4  4  4  5  8 10  7 10  7  2  2  3  5  6  6  6
  7  6  9  5  3  5  1  7  5  8  7  3  7  6  7 11  6  5  8  6  5  7  4  5
  2 11  2  3  2  4  9  7]",57,783,42.89852809906006
20,100.0,0,82,80725.516,"[64439.06  69305.24  77609.555 65155.633 63049.12  72456.33  64364.74
 52732.504 70316.25  70136.016 63907.293 56571.81  50672.883 66263.22
 55672.918 61240.883 66278.99  64218.18  75563.52  69160.22  52450.457
 69015.71  62101.996 61476.28  63526.72  49179.613 66172.15  64849.125
 62943.664 66255.33  65820.39  69104.41  68799.195 63085.11  76465.76
 64841.7   68289.38  64315.035 69530.23  57492.65  64314.69  48966.67
 66507.79  71220.95  71948.05  70444.52  67360.21  66307.43  59138.027
 66459.77  56632.965 65810.16  69229.31  57833.934 54601.688 67124.64
 71749.22  50433.777 76830.62  61526.34  66492.84  66148.31  70785.5
 65384.45  65659.83  72191.54  60788.895 61768.293 55550.91  70241.516
 65193.21  68784.49  64936.188 68802.055 69244.33  69745.22  57999.395
 61099.08  67144.35  67887.01  60706.992 64341.16  61023.03  65972.93
 63231.89  66604.45  48500.594 65385.71  70414.32  61910.543 59782.293
 68125.5   62133.652 63743.086 51037.066 51759.32  54449.1   63785.734
 64615.91  64765.844 57397.08  67089.75  59289.375 63130.887 67844.83
 71781.38  76563.2   68107.14  60954.43  63819.566 68556.15  70400.4
 66026.65  66409.64  50720.727 66684.734 58365.336 65544.94  67775.164
 57216.516 60814.188 68771.26  63360.605 63462.035 62488.4   62584.86
 71126.805 58676.758]",77609.555,[ 76.55983  -23.827972],-12.91209,[ -22.887123 -226.03732 ],8222369.5,0.26908508,"[0.21479686 0.23101747 0.25869852 0.21718544 0.21016376 0.24152109
 0.21454912 0.17577502 0.23438752 0.2337867  0.2130243  0.18857269
 0.16890962 0.22087738 0.1855764  0.20413628 0.22092998 0.21406059
 0.2518784  0.23053408 0.17483483 0.23005235 0.20700666 0.20492095
 0.21175572 0.16393204 0.22057381 0.21616375 0.20981221 0.22085111
 0.21940131 0.23034802 0.22933064 0.21028368 0.25488585 0.216139
 0.2276313  0.21438345 0.23176742 0.19164218 0.2143823  0.16322222
 0.22169264 0.2374032  0.2398268  0.23481509 0.22453402 0.22102477
 0.19712675 0.22153258 0.18877655 0.21936719 0.23076436 0.19277976
 0.18200561 0.22374882 0.23916408 0.1681126  0.2561021  0.20508781
 0.22164285 0.22049436 0.23595166 0.21794815 0.21886607 0.24063846
 0.20262966 0.20589429 0.1851697  0.23413837 0.2173107  0.22928162
 0.21645394 0.2293402  0.23081441 0.23248407 0.1933313  0.20366362
 0.22381449 0.22629002 0.20235665 0.21447054 0.20341012 0.21990976
 0.21077299 0.22201484 0.16166866 0.21795237 0.23471439 0.20636848
 0.19927432 0.22708501 0.20711216 0.21247695 0.17012356 0.17253107
 0.18149701 0.21261913 0.21538636 0.21588613 0.1913236  0.2236325
 0.19763124 0.21043628 0.22614942 0.23927125 0.25521067 0.22702381
 0.20318145 0.2127319  0.22852048 0.23466802 0.22008881 0.22136547
 0.16906911 0.22228241 0.19455113 0.21848312 0.22591722 0.1907217
 0.20271397 0.22923754 0.21120203 0.21154012 0.20829466 0.2086162
 0.23708934 0.19558918]",0.25869852,8222369.5,"[13  7 11  9  6 17  3  6 10  8 10  3  6 10  3 12 14 10 12  7  5 12  9  9
 10 10 13  6 17  7 12 11  6 14 17  6 16  9  9  7  6  4 13 12 10  4 10  6
  3  9  7 10 17  7  8 10 12  7  7  7 10  5 11 14  5 10 11  6  3  7 10 13
  8 12 13  7 14 12  7  8  3  6  6  6  7 15  7 13 10  5  5  4  4 14 10 13
  7  7 14  7  3  7  6  9  6 12  7 10 10  5 12 15  9 10  9 10  4 12  5  5
  5 10  5  5  4  5 13  8]",48,1121,31.45557188987732
30,100.0,0,71,80965.46,"[64689.65  69373.83  78483.92  68647.95  63807.42  72488.45  64364.74
 52733.324 70523.41  70146.65  64706.06  60177.77  50679.25  70336.64
 55714.85  65398.086 66493.21  66115.305 75775.58  70692.805 55662.832
 69962.9   66474.44  65968.945 63736.613 49816.066 70934.61  67216.055
 64088.21  67005.31  66538.85  69266.29  68849.8   63085.11  76492.15
 65630.375 68579.94  65765.35  69856.98  58613.043 65034.85  49556.17
 67445.03  71399.53  71950.234 70750.18  68655.875 67582.08  59166.79
 67142.84  76780.17  66309.01  69373.875 57975.492 54624.438 68807.86
 72665.8   51375.902 77060.46  62722.4   66584.    67021.37  74330.34
 65774.14  66779.016 72440.1   62235.234 61997.195 55623.953 70615.97
 65777.766 74466.51  65496.97  73063.96  69469.82  70536.74  58755.973
 63553.14  67443.09  71823.016 60999.83  68957.35  65377.77  66101.71
 64214.883 68218.445 48795.79  65600.805 70717.766 61938.812 59782.293
 69100.586 65477.227 63804.78  51040.777 51970.99  59546.168 63890.938
 64946.566 64796.23  59522.938 67184.66  63124.387 68212.04  69043.99
 72583.555 76585.63  69612.016 73423.125 64004.58  68775.36  70433.09
 66879.164 69629.875 52104.867 75693.08  62708.375 66308.83  67881.16
 57236.29  66278.98  69397.61  63373.95  63758.867 66139.09  66636.72
 71733.33  61941.914]",78483.92,[ 76.55983  -23.827972],-12.91209,[ -22.887123 -226.03732 ],8420548.0,0.2698849,"[0.21563214 0.2312461  0.26161307 0.22882652 0.21269141 0.24162817
 0.21454912 0.17577776 0.23507802 0.23382214 0.21568686 0.20059256
 0.16893084 0.23445547 0.18571617 0.21799362 0.22164404 0.22038434
 0.25258523 0.23564267 0.18554275 0.23320967 0.22158147 0.2198965
 0.21245536 0.16605355 0.2364487  0.2240535  0.21362737 0.22335103
 0.22179615 0.23088762 0.22949931 0.21028368 0.2549738  0.21876793
 0.22859979 0.21921784 0.2328566  0.19537681 0.21678284 0.16518724
 0.22481674 0.23799844 0.23983411 0.23583393 0.22885291 0.22527358
 0.19722264 0.22380948 0.2559339  0.22103003 0.23124623 0.19325165
 0.18208146 0.22935954 0.24221934 0.17125301 0.2568682  0.20907466
 0.22194669 0.22340454 0.24776782 0.21924713 0.22259669 0.24146701
 0.20745079 0.20665732 0.18541318 0.23538655 0.2192592  0.2482217
 0.21832323 0.24354656 0.23156609 0.2351225  0.19585323 0.2118438
 0.22481032 0.23941006 0.20333275 0.22985783 0.2179259  0.22033906
 0.21404961 0.2273948  0.16265263 0.21866935 0.23572588 0.20646273
 0.19927432 0.23033528 0.21825743 0.2126826  0.17013595 0.17323662
 0.19848722 0.21296981 0.21648857 0.21598743 0.1984098  0.22394887
 0.2104146  0.22737347 0.23014665 0.24194518 0.25528544 0.23204006
 0.24474378 0.2133486  0.2292512  0.23477697 0.22293055 0.23209958
 0.1736829  0.25231028 0.2090279  0.22102943 0.22627051 0.19078763
 0.2209299  0.23132536 0.2112465  0.21252954 0.22046363 0.22212237
 0.23911107 0.20647304]",0.26161307,8420548.0,"[12 12 12 11  7 21  3 11 11  9 14  4 10 13  3 15 16 12 15 12  6 12  8 14
 10 10  9 12 24  9 10 11  7 14 22  7 19  9 10  6  8  6 19 10 12  8 11  6
  4 11  9 12 19  8  9 13 15  5  6  6 13  6 13 17  6 12 12  9  6  8 12 13
 10 14 15 13 13 16  9 16  4  9 10  8 11 16  8 13 10  7  5  6  8 18 10 13
  9 11 17  9  5 11  8 10  8 10 10 14 10  8 15 13 11 10 12 15  5 15  7  7
  6  8  7  6  6  8 14  8]",40,1351,28.413195848464966
40,100.0,0,61,81063.125,"[65616.43  71297.63  78602.43  69011.34  66166.57  72571.766 64414.91
 62261.164 70819.3   70260.41  64754.66  62072.48  50697.965 71102.21
 57481.664 65631.08  66938.13  67040.445 75885.69  70997.03  57310.504
 69971.55  66621.83  67918.24  64008.508 50071.66  71257.375 69128.195
 64116.996 72402.04  67633.5   69770.3   70453.38  66802.59  76615.414
 68546.51  68912.58  65895.93  69925.36  58732.36  65118.03  50635.812
 67465.7   73403.83  72845.086 71304.27  69817.38  67663.05  59166.79
 67174.26  76783.43  66338.125 69405.44  57978.652 54694.383 74970.71
 73237.734 51491.55  77229.61  62722.4   66652.484 67820.734 74604.484
 65776.44  67769.44  72721.17  64682.195 62001.875 55670.473 74723.44
 67013.47  74505.48  65616.42  73225.21  69479.766 70748.555 60532.703
 64737.28  69102.63  72467.85  63369.19  69142.79  65807.555 66160.66
 65009.16  68816.34  48796.14  65723.26  70771.39  63792.57  59782.293
 71453.164 68312.625 63833.586 51042.715 51997.906 71897.17  63935.125
 69846.14  65700.41  59522.938 67228.69  64980.46  70978.71  69699.375
 72652.414 76913.95  70045.22  73467.266 64798.938 69046.8   70488.45
 66990.73  69918.97  52184.656 75935.555 63793.094 70106.76  69547.65
 57343.066 66287.35  73985.57  63503.67  64522.81  66599.8   67221.664
 71733.33  62294.91 ]",78602.43,[ 76.55983  -23.827972],-11.961506,[ -22.995596 -226.03732 ],8545999.0,0.27021042,"[0.21872143 0.23765875 0.26200813 0.23003781 0.22055522 0.2419059
 0.21471636 0.2075372  0.23606431 0.23420134 0.21584888 0.20690827
 0.16899322 0.23700736 0.19160555 0.21877027 0.2231271  0.22346815
 0.25295228 0.23665676 0.191035   0.23323852 0.22207277 0.22639413
 0.21336168 0.16690554 0.23752458 0.23042732 0.2137233  0.24134013
 0.225445   0.23256762 0.23484462 0.22267531 0.25538474 0.22848836
 0.2297086  0.2196531  0.23308454 0.19577453 0.2170601  0.16878603
 0.22488566 0.24467945 0.24281695 0.23768094 0.2327246  0.2255435
 0.19722264 0.22391419 0.25594473 0.22112708 0.23135145 0.19326217
 0.18231462 0.24990235 0.2441258  0.1716385  0.25743204 0.20907466
 0.22217496 0.22606912 0.2486816  0.21925479 0.22589813 0.24240392
 0.21560733 0.2066729  0.18556824 0.24907812 0.22337821 0.2483516
 0.2187214  0.24408403 0.23159924 0.23582849 0.20177568 0.21579094
 0.2303421  0.2415595  0.21123065 0.23047596 0.21935853 0.22053556
 0.21669722 0.22938782 0.16265379 0.21907753 0.23590463 0.21264191
 0.19927432 0.23817721 0.22770873 0.2127786  0.17014238 0.17332634
 0.23965727 0.21311711 0.23282044 0.21900137 0.1984098  0.22409561
 0.21660152 0.23659569 0.23233125 0.2421747  0.2563798  0.23348404
 0.24489091 0.21599646 0.230156   0.2349615  0.22330242 0.23306322
 0.17394885 0.25311852 0.21264365 0.23368919 0.23182552 0.19114354
 0.22095783 0.2466186  0.2116789  0.21507603 0.22199929 0.22407225
 0.23911107 0.2076497 ]",0.26200813,8545999.0,"[16 14 15 20 10 23  6 11 15 13 13  7 11 13  4 16 13 14 18 15  8 13 12 15
 10  8 12  7 23 11 12 14 11 15 23 11 16 14 11  6 11  8 18 12 13 11 11 10
  4 12 10 13 20 12 11 22 18  7  6  6 16 10 16 20  9 14 13 11  8 11 11 15
 13 17 15 12 15 16 10 20  8  9 12  9 11 18 12 16 12  4  5  8  9 17 12 17
 10 12 16  8  5 10  7 14  9 14 12 19 11  7 14 15 13 11  9 15  6 18  5  9
  8 13  5  5  9 11 14 10]",38,1549,29.090389013290405
50,100.0,0,66,81089.98,"[67935.05  71363.47  79041.47  69028.09  66381.055 72614.55  64531.066
 62359.566 71877.5   70377.12  69735.44  64287.65  58165.953 72743.69
 58228.887 66581.125 66957.52  69543.95  76057.61  71166.64  57315.625
 72320.55  66626.63  68091.805 64520.55  50071.695 71274.3   70114.73
 65834.79  72490.62  68574.484 69809.45  70535.13  67873.12  76636.734
 70632.055 68923.25  66203.305 69961.984 58732.36  65347.1   50636.258
 72589.11  73541.92  72891.14  71407.766 70755.    68128.49  64869.523
 67213.71  77333.43  75503.53  69535.5   58107.875 54711.797 74981.34
 73285.9   51493.062 77280.4   63369.395 66716.79  70039.7   74779.484
 67804.53  67808.67  72794.19  64764.773 62638.797 58700.812 74754.3
 67176.16  74799.46  66052.56  74168.164 69561.66  72168.234 60715.33
 64927.312 69140.24  72578.28  63614.965 71880.7   65886.195 67070.74
 65042.996 68835.39  48796.22  66122.6   70812.72  63800.027 59919.23
 71454.59  70780.46  66924.19  51545.637 52005.355 71969.836 64063.96
 69855.17  66172.336 60748.37  73895.734 65040.168 71730.06  70167.64
 72672.055 77810.03  70290.78  75661.16  65270.77  69118.42  70521.336
 67380.08  70241.484 67468.81  76000.484 63890.15  70183.016 69645.734
 57424.375 67073.05  74100.805 63861.875 64602.06  66890.81  68190.83
 72540.37  69493.766]",79041.47,[ 76.55983  -23.827972],-11.961506,[ -22.995596 -226.03732 ],8669059.0,0.27029994,"[0.22645018 0.2378782  0.26347154 0.23009366 0.22127019 0.24204847
 0.21510355 0.20786522 0.23959166 0.2345904  0.23245147 0.21429217
 0.19388649 0.24247897 0.19409628 0.2219371  0.22319175 0.23181319
 0.25352535 0.2372221  0.19105206 0.24106848 0.22208878 0.2269727
 0.21506849 0.16690564 0.23758098 0.23371574 0.21944931 0.24163541
 0.22858164 0.23269814 0.23511711 0.22624372 0.2554558  0.23544018
 0.2297442  0.22067769 0.23320661 0.19577453 0.21782365 0.16878751
 0.24196368 0.24513975 0.24297047 0.23802586 0.23584999 0.22709498
 0.21623175 0.2240457  0.2577781  0.25167844 0.23178501 0.19369292
 0.18237266 0.24993783 0.24428634 0.17164354 0.25760132 0.21123134
 0.22238928 0.23346569 0.24926496 0.22601509 0.22602892 0.24264728
 0.21588257 0.20879601 0.19566937 0.249181   0.22392051 0.24933156
 0.22017522 0.24722722 0.23187219 0.24056078 0.20238444 0.21642436
 0.23046747 0.24192762 0.21204987 0.23960234 0.21962066 0.22356914
 0.21681    0.22945127 0.16265406 0.22040868 0.2360424  0.21266678
 0.19973078 0.238182   0.23593488 0.22308064 0.17181878 0.1733512
 0.23989946 0.21354656 0.23285057 0.22057447 0.20249456 0.2463191
 0.21680054 0.23910019 0.23389213 0.24224019 0.25936675 0.23430261
 0.25220388 0.21756923 0.23039474 0.23507112 0.22460026 0.23413828
 0.22489604 0.25333494 0.21296717 0.23394339 0.23215246 0.19141458
 0.22357684 0.24700269 0.21287292 0.21534021 0.22296934 0.22730276
 0.24180123 0.23164588]",0.26347154,8669059.0,"[18 15 16 24  7 21  8 11 16 14 17  8 12 14  7 20 15 12 19 16 10 17 13 18
 14 10 19 10 27 11 14 17 11 15 21 12 17 16 13  6 13 10 20 14 16 15 12  7
  7 14 11 17 18 11  6 25 14  9  7  4 17 15 15 22 10 16 13  7 10 12 17 21
 14 21 15 13 15 15 10 21  8 12 13 10 12 23 14 12 13  6  5  9 11 18 16 15
 12 12 22 11  8 14  9 16 13 14 15 14 12  8 17 17 12 13 10 17  7 17  8 10
  8 20  7  6  9 15 15 11]",41,1726,28.840739965438843
60,100.0,0,39,81866.26,"[71053.64  71742.45  79085.5   73470.484 66401.29  74406.46  64552.402
 62477.48  72008.945 71797.42  69761.39  64295.566 58167.004 73415.56
 58229.03  66599.305 66988.12  69729.61  76100.625 71198.92  57335.473
 72387.92  69203.16  68280.39  64623.38  50148.383 72004.27  70456.805
 65840.91  72661.945 72834.33  69825.914 72136.234 67942.93  76760.53
 72406.98  70496.57  66287.5   70015.5   60094.11  65474.242 50832.99
 72695.53  73896.08  72965.81  71430.96  70755.    68175.65  64990.86
 67216.26  77338.914 75586.586 69622.055 58108.89  54715.66  76668.41
 73289.69  79622.33  77282.46  65170.996 66722.5   70636.54  74831.66
 70797.5   67974.484 72888.875 64833.367 63318.637 58704.746 75209.27
 67176.16  74853.25  66093.586 74301.625 71101.03  72711.23  65741.79
 65123.195 69188.016 73975.75  65656.58  71935.93  67458.305 68267.27
 69835.336 78244.6   48796.28  66147.51  70819.18  64838.496 59945.816
 71571.23  71583.375 67184.21  51547.06  52005.457 71975.984 64069.918
 69894.95  66810.59  62483.367 73998.12  65943.74  73574.37  70712.016
 72677.875 77839.85  70580.375 75730.305 67645.195 69119.46  70592.66
 67380.08  70534.03  67469.8   76110.03  66883.734 70598.71  69677.97
 57426.035 68050.96  74118.516 63932.656 66042.04  66946.97  68264.86
 72768.59  71779.07 ]",79622.33,[ 77.88368  -23.827972],-11.961506,[ -22.995596 -226.03732 ],8782717.0,0.27288753,"[0.23684546 0.23914151 0.26361832 0.24490163 0.22133763 0.24802153
 0.21517466 0.20825827 0.24002978 0.23932472 0.23253798 0.21431856
 0.19388999 0.24471857 0.19409676 0.22199771 0.2232937  0.23243204
 0.25366873 0.23732974 0.19111821 0.24129307 0.23067717 0.22760126
 0.21541125 0.16716129 0.24001426 0.23485604 0.2194697  0.24220648
 0.24278109 0.23275304 0.24045412 0.22647642 0.2558684  0.24135657
 0.23498856 0.22095835 0.233385   0.2003137  0.21824747 0.1694433
 0.24231844 0.24632028 0.24321938 0.23810321 0.23584999 0.22725214
 0.21663621 0.22405422 0.25779638 0.25195527 0.2320735  0.19369628
 0.18238553 0.25556135 0.24429896 0.26540774 0.2576082  0.21723665
 0.22240832 0.23545514 0.24943885 0.23599166 0.22658162 0.24296293
 0.21611121 0.21106213 0.19568247 0.25069755 0.22392051 0.24951085
 0.22031194 0.24767208 0.23700345 0.24237075 0.21913931 0.21707731
 0.23062672 0.24658582 0.21885529 0.23978643 0.22486101 0.2275576
 0.23278446 0.26081532 0.16265427 0.2204917  0.23606394 0.21612832
 0.1998194  0.23857076 0.23861127 0.22394738 0.17182352 0.17335153
 0.23991996 0.2135664  0.23298313 0.222702   0.20827791 0.24666041
 0.21981245 0.24524787 0.23570672 0.24225958 0.25946614 0.2352679
 0.25243437 0.225484   0.2303982  0.23530886 0.22460026 0.23511343
 0.22489932 0.2537001  0.22294578 0.23532906 0.2322599  0.19142011
 0.22683655 0.24706173 0.21310887 0.22014014 0.22315654 0.22754952
 0.24256198 0.23926355]",0.26540774,8782717.0,"[23 13 16 28  7 21  8 13 16 10 18  9  8 12  8 22 13 14 21 17 10 17 14 20
 14 12 22 14 29 11 16 16 12 16 22 14 21 12 15  8 15 10 18 14 16 17 12 11
  7 16 12 17 14 15  9 27 16  8  8  7 19 18 18 25 13 14 16  9  9 16 17 23
 16 20 14 13 20 13 13 20  8 16 10 14 13 24 13 14 14  8  6  9 15 19 14 18
 10 13 24 12  8 19 10 19 14 14 16  8 15 11 18 20 12 16 12 23 11 19  8 12
 11 24  8  8 10 16 15  9]",31,1867,30.134974002838135
70,100.0,0,46,81882.555,"[71448.125 71929.02  79316.06  73578.336 66975.62  74469.664 64914.26
 62480.86  72081.055 72055.445 69767.945 66818.984 67514.27  73531.734
 59614.32  66603.266 69990.32  69737.914 76399.31  71246.664 57452.69
 72390.375 69223.91  72786.414 64631.81  50202.86  72018.38  71664.21
 65853.89  72662.46  73233.72  69845.63  72432.35  68026.516 76761.07
 72413.26  70540.22  66303.74  72343.91  60542.625 65474.582 50835.082
 72730.984 74458.25  73022.836 71447.516 70781.1   68175.65  65192.855
 68157.57  77529.34  75616.19  70337.484 58125.99  57533.867 76781.42
 73414.22  79786.41  77432.125 65208.266 66830.38  70687.05  74884.6
 70836.1   67974.484 73052.1   68253.73  64197.36  59999.023 77141.21
 72726.08  74880.85  66193.83  74312.445 71154.78  72784.65  65744.
 68466.86  69385.03  74160.305 71044.56  73793.22  67471.75  68300.28
 69857.11  78252.97  48796.29  66532.65  70825.92  64843.934 59945.816
 71606.91  71907.27  76252.266 51549.69  52539.523 72007.31  65544.82
 70889.53  66819.414 62523.54  74567.9   65946.414 73593.66  70784.9
 72696.15  77873.69  72409.32  75799.74  69691.89  69937.266 70699.78
 67380.08  70613.55  70355.92  76292.11  66913.21  70616.734 70877.57
 57432.902 68696.484 74129.984 64657.723 66379.555 68191.86  68295.68
 72825.09  71795.33 ]",79786.41,[ 77.88368  -23.827972],-10.766087,[ -18.849884 -226.03732 ],8868269.0,0.27294186,"[0.23816043 0.23976342 0.26438686 0.2452611  0.22325206 0.2482322
 0.21638088 0.20826952 0.2402702  0.24018483 0.23255983 0.22272992
 0.22504759 0.2451058  0.19871438 0.22201088 0.23330107 0.23245972
 0.25466433 0.23748888 0.19150895 0.24130122 0.23074639 0.24262136
 0.21543935 0.16734286 0.24006127 0.2388807  0.219513   0.24220821
 0.24411237 0.23281877 0.24144118 0.22675504 0.25587022 0.24137752
 0.23513407 0.2210125  0.24114639 0.20180875 0.21824859 0.16945027
 0.2424366  0.24819419 0.24340945 0.23815838 0.23593698 0.22725214
 0.21730953 0.22719193 0.25843114 0.25205398 0.23445827 0.19375329
 0.19177955 0.25593808 0.24471411 0.26595467 0.25810707 0.21736088
 0.22276792 0.23562348 0.24961534 0.23612037 0.22658162 0.24350701
 0.22751242 0.2139912  0.19999675 0.2571374  0.24242024 0.24960285
 0.22064607 0.24770814 0.2371826  0.2426155  0.21914665 0.22822288
 0.23128344 0.24720101 0.23681521 0.24597736 0.22490582 0.2276676
 0.23285702 0.26084322 0.1626543  0.2217755  0.2360864  0.21614645
 0.1998194  0.23868969 0.23969093 0.25417426 0.17183231 0.17513172
 0.24002436 0.21848273 0.23629844 0.22273138 0.20841181 0.24855968
 0.21982136 0.2453122  0.23594965 0.2423205  0.25957894 0.24136439
 0.25266582 0.23230633 0.23312424 0.23566595 0.22460026 0.23537849
 0.23451975 0.254307   0.22304404 0.23538913 0.23625857 0.19144301
 0.22898829 0.24709994 0.21552572 0.22126518 0.22730616 0.22765227
 0.24275032 0.23931773]",0.26595467,8868269.0,"[21 19 19 21  9 20 11 14 13 10 17 12  8 13  9 25 17 17 21 20 11 19 16 21
 14 10 25 15 27 12 19 17 14 18 24 15 22 12 19  9 17 10 19 15 15 17 14 11
  8 13 13 19 14 16 12 27 20 10  8  9 16 21 19 25 13 16 15  9 11 18 19 24
 20 18 16  9 22 15 15 16 10 18 12 14 16 25 14 13 15  9  6 12 13 16 17 14
 13 12 26 13  9 18 12 21 15 14 19 10 17 14 20 25 12 13 12 22 14 19 13 11
 11 25 10  9 12 18 17 11]",27,1990,37.10140585899353
