iteration,coverage,emitter_1_count:,emitter_2_count:,emitter_3_count:,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions,time
10,54.6875,0,8,56,6682.3325,"[1972.1592 4682.867       -inf      -inf 6167.9165      -inf 5508.26
      -inf      -inf 5203.7275 2762.969  5415.1724      -inf      -inf
 5545.1436      -inf 2662.352  6127.5254      -inf 3095.3726      -inf
      -inf 6570.727  2418.831       -inf      -inf      -inf 6567.1953
      -inf      -inf      -inf 2787.359  4198.3555      -inf      -inf
 6530.937       -inf 5538.5967 2552.2932 5265.191       -inf      -inf
 2776.522  4755.5303      -inf 2008.7622 5347.376  3094.982  5546.616
 6087.375       -inf      -inf 5286.858       -inf      -inf 2739.2256
      -inf      -inf 4507.151  5323.342       -inf 3086.6853      -inf
      -inf 4858.1875      -inf      -inf 4867.111       -inf 1442.5602
      -inf 1989.1066 4979.1895      -inf 6334.302  6101.7393      -inf
      -inf 2022.7661      -inf 5599.218  6353.74        -inf 2208.1155
      -inf      -inf      -inf 5288.6895 5300.3525 5180.7134 5187.627
 2792.545  3084.128  2560.1445      -inf      -inf      -inf 5482.889
      -inf 2695.1106 5226.764       -inf 5588.91   3089.2263 3097.6118
      -inf      -inf 4743.2363      -inf      -inf      -inf      -inf
 5057.367  4768.588       -inf 4742.4985 5646.7427 2734.7053 6553.1904
      -inf 5816.801       -inf 5531.796  5771.715  4828.0977 2791.7305
 5092.2783 2746.7407]",6570.727,[ 2.3648764e+02 -2.8035708e-03],235.8723,[-136.87955      -0.96455693],310289.62,0.16438703,"[0.0485156  0.11519969       -inf       -inf 0.15173227       -inf
 0.13550453       -inf       -inf 0.12801298 0.06796972 0.13321456
       -inf       -inf 0.1364119        -inf 0.06549452 0.15073863
       -inf 0.07614692       -inf       -inf 0.16164151 0.05950384
       -inf       -inf       -inf 0.16155463       -inf       -inf
       -inf 0.06856972 0.10328057       -inf       -inf 0.16066265
       -inf 0.13625085 0.06278704 0.12952498       -inf       -inf
 0.06830313 0.11698721       -inf 0.04941605 0.13154677 0.07613732
 0.13644812 0.14975092       -inf       -inf 0.130058         -inf
       -inf 0.06738562       -inf       -inf 0.11087702 0.13095552
       -inf 0.07593322       -inf       -inf 0.11951259       -inf
       -inf 0.11973213       -inf 0.03548734       -inf 0.04893251
 0.12248929       -inf 0.15582539 0.15010428       -inf       -inf
 0.04976055       -inf 0.13774215 0.15630358       -inf 0.05432018
       -inf       -inf       -inf 0.13010305 0.13038997 0.12744683
 0.12761691 0.06869729 0.07587031 0.06298019       -inf       -inf
       -inf 0.13488042       -inf 0.06630038 0.12857969       -inf
 0.13748857 0.07599572 0.07620201       -inf       -inf 0.11668478
       -inf       -inf       -inf       -inf 0.12441246 0.11730842
       -inf 0.11666662 0.13891126 0.06727442 0.16121009       -inf
 0.14309473       -inf 0.13608354 0.1419856  0.11877239 0.06867726
 0.1252713  0.0675705 ]",0.16164151,310289.62,"[ 2 10  0  0  6  0  7  0  0  2  1  9  0  0 12  0  2  7  0  3  0  0 11  1
  0  0  0  2  0  0  0  2  4  0  0  4  0  5  1 11  0  0  2  5  0  5  5  2
 10  7  0  0  4  0  0  1  0  0  2  4  0  2  0  0  6  0  0  7  0  3  0  1
  3  0  4  5  0  0  8  0 13  2  0  1  0  0  0 11 10  8  5 11  1  2  0  0
  0  4  0  6 12  0  9  3  2  0  0  2  0  0  0  0  6  6  0  3  6  2  3  0
  6  0  7  7  1  3  5  1]",-87,346,338.043577671051
20,61.71875,0,4,44,8196.164,"[2807.3672 7246.5957      -inf      -inf 6937.5903      -inf 5519.662
      -inf      -inf 5485.1904 2783.8887 5425.426       -inf      -inf
 5546.1123      -inf 2926.69   6129.071       -inf 3096.2705      -inf
      -inf 6581.307  2496.0642      -inf      -inf      -inf 7611.526
      -inf 5234.0244 5092.8    2822.34   6474.168       -inf      -inf
 7653.338       -inf 5546.504  2592.0972 5267.3594      -inf      -inf
 2806.2417 5674.668  1610.9719 2863.5505 6251.997  3095.0935 6273.843
 6089.117       -inf      -inf 5493.216       -inf      -inf 3091.3816
 2835.0906      -inf 4684.0713 5660.6865 2783.859  6789.872       -inf
      -inf 4862.8867      -inf      -inf 5612.3047      -inf 7747.109
      -inf 2017.7014 5170.5605      -inf 6371.7183 6421.683       -inf
      -inf 4128.4473      -inf 5606.1753 6392.8193 4496.6274 2286.8208
 2824.8108      -inf      -inf 5678.216  6189.1167 5535.9717 5461.2046
 2824.4019 8024.593  2564.735       -inf      -inf      -inf 5588.5938
      -inf 2825.5535 5268.7266 4053.3071 5737.251  7434.709  3100.4497
      -inf 1347.9141 5109.138       -inf      -inf      -inf      -inf
 6286.2856 4771.904       -inf 7044.718  6144.757  2734.7053 7454.0986
      -inf 6444.935       -inf 5634.4463 5966.0244 5075.1987 2854.7358
 5119.2793 2836.7397]",8024.593,[ 3.3941644e+02 -2.7950536e-03],338.8664,[-136.87955     -1.0740076],386330.44,0.20162767,"[0.06906193 0.17826805       -inf       -inf 0.17066643       -inf
 0.13578506       -inf       -inf 0.13493705 0.06848434 0.1334668
       -inf       -inf 0.13643572       -inf 0.0719973  0.15077665
       -inf 0.076169         -inf       -inf 0.16190177 0.06140379
       -inf       -inf       -inf 0.18724541       -inf 0.12875827
 0.12528412 0.06943026 0.15926613       -inf       -inf 0.188274
       -inf 0.13644537 0.06376623 0.12957834       -inf       -inf
 0.06903423 0.13959822 0.03963031 0.07044405 0.15380068 0.07614006
 0.15433809 0.14979377       -inf       -inf 0.13513446       -inf
       -inf 0.07604875 0.06974392       -inf 0.11522932 0.13925429
 0.06848361 0.16703252       -inf       -inf 0.11962819       -inf
       -inf 0.13806407       -inf 0.19058079       -inf 0.04963595
 0.12719706       -inf 0.15674584 0.15797497       -inf       -inf
 0.10156082       -inf 0.1379133  0.15726492 0.11061814 0.05625636
 0.06949104       -inf       -inf 0.13968551 0.1522538  0.13618626
 0.13434698 0.06948098 0.19740693 0.06309312       -inf       -inf
       -inf 0.13748078       -inf 0.06950931 0.12961197 0.09971236
 0.14113778 0.18289566 0.07627182       -inf 0.03315902 0.12568605
       -inf       -inf       -inf       -inf 0.15464416 0.11738999
       -inf 0.17330179 0.15116253 0.06727442 0.18337263       -inf
 0.15854698       -inf 0.13860875 0.14676566 0.12485112 0.0702272
 0.12593552 0.06978449]",0.19740693,386330.44,"[ 8 11  0  0  3  0 10  0  0  7  3  9  0  0 15  0  5  8  0  8  0  0 11  1
  0  0  0  5  0  4  6  6  6  0  0  8  0 11  3 13  0  0  6  5  2  3  3  2
 13  7  0  0  7  0  0  1  2  0  6  6  6  4  0  0 10  0  0 13  0  2  0  1
  2  0  7  3  0  0  8  0 16  5  1  4  6  0  0 10 10 12  6  7  3  1  0  0
  0  6  0  2  9  5  8  5  5  0  2 10  0  0  0  0  3  5  0  5  8  2  4  0
  3  0 14  8  6  7  4  4]",-56,486,274.9450054168701
30,66.40625,1,0,41,8271.885,"[2816.419  7547.9595      -inf      -inf 6940.036  5026.996  5580.066
      -inf 2123.6487 5960.3813 2786.9768 5641.369       -inf      -inf
 5546.243       -inf 2926.753  6130.0703      -inf 3097.1921      -inf
 5407.341  6630.272  2496.0642      -inf      -inf      -inf 7655.4146
      -inf 5271.8135 5111.59   2823.7031 7097.2744      -inf      -inf
 7848.1357      -inf 5546.517  2593.7197 5758.5205      -inf      -inf
 2807.6814 6320.3755 5010.     3398.9634 6252.0366 3096.158  6274.7314
 6091.521       -inf      -inf 5776.171       -inf      -inf 3091.7058
 2906.915       -inf 4814.619  5744.6636 2808.2556 7575.5938      -inf
      -inf 5511.3906      -inf      -inf 5612.625       -inf 7750.6055
 1886.2487 2074.9749 5210.503       -inf 6649.7437 6569.468       -inf
      -inf 4141.51        -inf 5607.083  6396.8896 4997.686  2286.8208
 2927.0598      -inf      -inf 5932.3936 6240.79   5806.2285 5527.823
 4725.8335 8100.5254 2578.4165      -inf      -inf      -inf 6052.548
      -inf 2827.0784 5477.546  4071.2876 5864.057  7969.5977 3100.4495
 4708.5654 2735.519  5205.8906      -inf 2037.2042      -inf      -inf
 6286.507  4979.0137      -inf 7048.622  6202.9844 2736.2534 7502.666
      -inf 6456.4766      -inf 5635.0894 6333.4404 5075.1987 2929.4492
 5655.724  2849.4792]",8100.5254,[ 3.4448709e+02 -2.7950536e-03],343.68085,[-135.11444     -1.0704451],424609.12,0.20349039,"[0.0692846  0.18568169       -inf       -inf 0.1707266  0.12366534
 0.13727099       -inf 0.05224228 0.14662683 0.06856031 0.13877907
       -inf       -inf 0.13643895       -inf 0.07199884 0.15080124
       -inf 0.07619169       -inf 0.13302189 0.16310634 0.06140379
       -inf       -inf       -inf 0.1883251        -inf 0.1296879
 0.12574637 0.06946378 0.1745947        -inf       -inf 0.19306608
       -inf 0.13644569 0.06380614 0.14166102       -inf       -inf
 0.06906965 0.15548278 0.12324724 0.08361533 0.15380163 0.07616625
 0.15435994 0.14985292       -inf       -inf 0.14209524       -inf
       -inf 0.07605671 0.07151082       -inf 0.11844082 0.14132015
 0.06908377 0.18636148       -inf       -inf 0.13558155       -inf
       -inf 0.13807195       -inf 0.19066681 0.04640218 0.05104489
 0.12817965       -inf 0.16358534 0.16161053       -inf       -inf
 0.10188216       -inf 0.13793564 0.15736505 0.12294431 0.05625636
 0.07200639       -inf       -inf 0.14593834 0.15352497 0.14283465
 0.13598582 0.11625666 0.1992749  0.06342968       -inf       -inf
       -inf 0.14889416       -inf 0.06954683 0.13474897 0.10015468
 0.14425725 0.19605407 0.07627182 0.11583186 0.06729444 0.12806618
       -inf 0.05011572       -inf       -inf 0.15464962 0.12248496
       -inf 0.17339782 0.15259495 0.06731251 0.18456744       -inf
 0.15883091       -inf 0.13862458 0.1558042  0.12485112 0.07206517
 0.1391322  0.07009789]",0.1992749,424609.12,"[ 5 19  0  0  5  4 14  0  3 10  2 18  0  0 19  0  8 15  0  5  0  5  4  1
  0  0  0  8  0  4  6  6 11  0  0 12  0 10  4 14  0  0  8  2  7  3  3  2
 18  9  0  0 13  0  0  5  5  0  7  7  6  5  0  0 10  0  0 14  0  5  2  1
  5  0  3  7  0  0  3  0 20  6  4  4  7  0  0 13 12 15 15 10  6  3  0  0
  0 10  0  2 11  5 13  9  6  1  1  7  0  2  0  0  5  7  0  5  9  5 10  0
  7  0 13 10  6 13  8  3]",-62,645,281.12936902046204
40,66.40625,2,7,33,9033.443,"[3082.151  7560.496       -inf      -inf 6944.636  5555.198  5588.4126
      -inf 2123.847  5962.3086 2788.2852 6384.6367      -inf      -inf
 5746.891       -inf 2927.6033 6283.4463      -inf 3100.039       -inf
 5457.4014 6631.977  2496.0642      -inf      -inf      -inf 7660.2075
      -inf 5290.154  6937.6626 5411.107  7366.077       -inf      -inf
 8974.236       -inf 5600.8335 2606.3633 5854.965       -inf      -inf
 2807.682  6759.502  5488.2246 3928.5884 6254.069  3097.0422 6274.994
 6118.583       -inf      -inf 6130.6445      -inf      -inf 3092.399
 2907.3936      -inf 4872.389  5864.441  2950.8323 7720.126       -inf
      -inf 5543.4023      -inf      -inf 6012.34        -inf 7762.836
 2781.3533 2074.9749 5448.009       -inf 7047.033  6571.9863      -inf
      -inf 5501.531       -inf 5634.627  6407.817  5065.1206 2286.8872
 2927.0625      -inf      -inf 6112.8984 6249.1904 6080.921  6224.407
 5809.229  8140.741  2643.5708      -inf      -inf      -inf 6058.3984
      -inf 2951.8516 5852.707  4071.2876 6295.4746 7994.8335 3100.4785
 4710.9805 2792.961  5516.686       -inf 2037.2042      -inf      -inf
 6286.8564 6031.9453      -inf 7143.5244 6272.2817 2736.2534 7510.325
      -inf 6456.6772      -inf 5644.4224 6336.3477 5676.5835 5611.3364
 5680.5347 2909.8298]",8974.236,[ 3.9740152e+02 -2.7950536e-03],396.65247,[-142.53941     -1.4707626],446607.62,0.22222492,"[0.07582167 0.1859901        -inf       -inf 0.17083976 0.13665923
 0.13747633       -inf 0.05224716 0.14667425 0.0685925  0.15706365
       -inf       -inf 0.14137495       -inf 0.07201976 0.15457433
       -inf 0.07626172       -inf 0.1342534  0.16314828 0.06140379
       -inf       -inf       -inf 0.188443         -inf 0.13013908
 0.1706682  0.13311456 0.1812073        -inf       -inf 0.22076844
       -inf 0.13778187 0.06411718 0.14403358       -inf       -inf
 0.06906966 0.16628541 0.13501169 0.09664425 0.15385163 0.076188
 0.15436639 0.15051864       -inf       -inf 0.15081538       -inf
       -inf 0.07607377 0.07152259       -inf 0.11986196 0.1442667
 0.07259119 0.18991698       -inf       -inf 0.13636908       -inf
       -inf 0.14790504       -inf 0.19096768 0.06842197 0.05104489
 0.13402237       -inf 0.17335877 0.16167247       -inf       -inf
 0.135339         -inf 0.13861321 0.15763387 0.12460322 0.05625798
 0.07200646       -inf       -inf 0.1503788  0.15373163 0.14959215
 0.15312193 0.14290845 0.20026425 0.06503249       -inf       -inf
       -inf 0.14903809       -inf 0.07261627 0.14397804 0.10015468
 0.15487021 0.19667488 0.07627253 0.11589127 0.06870753 0.13571183
       -inf 0.05011572       -inf       -inf 0.1546582  0.14838734
       -inf 0.17573246 0.15429969 0.06731251 0.18475583       -inf
 0.15883584       -inf 0.13885418 0.1558757  0.13964534 0.13804027
 0.13974255 0.07158253]",0.22076844,446607.62,"[ 1 11  0  0  7  8 15  0  4 13  3 20  0  0 24  0  8 12  0 10  0  6  5  1
  0  0  0 14  0  6  8 11 12  0  0 16  0 10  1 16  0  0  9  6  5  7  4  3
 26  5  0  0  9  0  0  4  5  0 11  8  6  9  0  0  6  0  0 15  0  4  1  1
  6  0  5  7  0  0  7  0 19 12  6  5  8  0  0  8 14 16 19  8  8  3  0  0
  0 12  0  4 12  5  7  9  5  2  3 10  0  2  0  0  4  8  0  5  8  5 10  0
  9  0 15 12 10 15 11  4]",-49,724,285.3385879993439
50,67.1875,0,6,37,9526.099,"[3083.76   7572.6104      -inf      -inf 6944.9507 5633.234  5594.738
      -inf 6504.4478 6114.5234 2792.192  6456.454       -inf      -inf
 5800.998       -inf 2945.0754 7904.046       -inf 6945.392       -inf
 5478.2393 6631.977  2496.0642      -inf      -inf      -inf 7678.575
      -inf 5294.3667 6939.927  6959.208  7371.6226      -inf      -inf
 8977.854       -inf 5705.539  2626.9883 5921.382       -inf      -inf
 2807.9128 6976.4355 5553.462  6987.7866 6255.7026 3097.0422 6275.127
 6121.329       -inf      -inf 6137.956       -inf      -inf 3092.3992
 2934.6377      -inf 5457.603  5864.4463 2950.8525 7756.7817      -inf
      -inf 6759.544       -inf      -inf 6014.968       -inf 7790.502
 2781.3533 2772.4424 5522.7676      -inf 7904.5347 6700.1753      -inf
      -inf 6850.9487      -inf 5639.771  6652.813  5077.59   2397.555
 2953.6453      -inf      -inf 6127.634  6253.356  6084.8623 6308.0244
 5809.2383 9430.011  2643.604       -inf      -inf      -inf 6357.511
      -inf 4343.3213 5946.5293 6235.447  6295.4746 8909.096  6388.9385
 4768.4404 7440.155  5518.366       -inf 2066.6074      -inf 1493.133
 6287.8955 6044.24        -inf 7542.0273 6272.3755 2747.5732 7575.248
      -inf 6456.737       -inf 5722.3887 6339.4995 5676.5835 5611.514
 5709.183  2913.8513]",9430.011,[ 4.3244141e+02 -2.7950536e-03],431.48196,[-142.53941     -1.4707626],483781.12,0.23434438,"[0.07586125 0.18628807       -inf       -inf 0.1708475  0.13857894
 0.13763192       -inf 0.16001101 0.15041877 0.06868861 0.15883034
       -inf       -inf 0.14270598       -inf 0.07244958 0.19444148
       -inf 0.17085837       -inf 0.13476604 0.16314828 0.06140379
       -inf       -inf       -inf 0.18889482       -inf 0.13024272
 0.1707239  0.17119822 0.18134373       -inf       -inf 0.22085741
       -inf 0.14035764 0.06462456 0.14566745       -inf       -inf
 0.06907535 0.17162202 0.13661653 0.17190127 0.15389183 0.076188
 0.15436968 0.15058619       -inf       -inf 0.15099522       -inf
       -inf 0.07607377 0.07219281       -inf 0.13425836 0.14426681
 0.07259168 0.19081876       -inf       -inf 0.16628644       -inf
       -inf 0.1479697        -inf 0.19164824 0.06842197 0.06820276
 0.13586144       -inf 0.1944535  0.16482596       -inf       -inf
 0.16853502       -inf 0.13873975 0.16366082 0.12490995 0.05898044
 0.0726604        -inf       -inf 0.1507413  0.15383409 0.14968912
 0.15517893 0.14290866 0.23198058 0.0650333        -inf       -inf
       -inf 0.15639633       -inf 0.10684676 0.14628609 0.1533935
 0.15487021 0.21916595 0.15716948 0.1173048  0.18302964 0.13575315
       -inf 0.05083906       -inf 0.03673144 0.15468377 0.1486898
       -inf 0.18553573 0.15430199 0.06759097 0.18635297       -inf
 0.1588373        -inf 0.14077218 0.15595326 0.13964534 0.13804463
 0.14044732 0.07168147]",0.23198058,483781.12,"[ 1  8  0  0  9  8 15  0 10 14  4 18  0  0 29  0 11 11  0 15  0  9  5  1
  0  0  0 14  0  6 10 15 15  0  0 19  0 11  1 19  0  0  5  4  4 14  6  4
 30  8  0  0  6  0  0  5  3  0 14  9  5 13  0  0 13  0  0 18  0  4  1  2
  6  0  5 10  0  0  8  0 21  7  5  7 10  0  0 10 12 16 18  9 10  4  0  0
  0 19  0  6 14  9  7 10  9  2  5 10  0  3  0  1  5 11  0  7 11  6 10  0
 10  0 19 15 10 13 13  5]",-53,834,323.63489508628845
60,67.96875,0,0,33,10157.299,"[ 7308.2397  7573.6294       -inf       -inf  6951.373   5647.419
  5788.3677       -inf  6517.0273  6903.8936  2792.2107  6459.9644
       -inf       -inf  5922.254        -inf  2963.2095  7907.9224
  6499.577   6982.0137       -inf  5709.082   7168.5527  2496.0642
       -inf       -inf       -inf  7746.6733       -inf  7019.842
  7088.2324  6968.564   7424.0576       -inf       -inf  8981.525
       -inf  5708.496   6154.8613  5952.456        -inf       -inf
  2811.8936  6976.4355  5575.497   7643.6523  6573.9854  6224.292
  6275.15    6301.2974       -inf       -inf  6141.033        -inf
       -inf  3092.3992  2941.898        -inf  5460.2734  5889.056
  5037.889   7771.5767       -inf       -inf  6760.0176       -inf
       -inf  6053.9043       -inf  7791.3657  2781.3533  5853.076
  5715.232        -inf  7904.787   6710.699        -inf       -inf
  6858.6626       -inf  6276.073   7729.8525  5540.1904  5664.784
  2954.348        -inf       -inf  6506.0137  6254.704   6087.382
  6308.8184  6312.885  10073.413   2647.218        -inf       -inf
       -inf  6594.449        -inf  6728.5605  6168.164   6527.4644
  6295.493   8909.607   6482.249   4898.4907  7440.155   5864.093
       -inf  2080.1067       -inf  1493.133   6287.926   6288.1035
       -inf  7542.042   6278.7617  2750.1133  7893.9487       -inf
  6726.924        -inf  5722.855   6340.161   5677.085   7057.1567
  5784.043   2913.8513]",10073.413,[ 4.7767679e+02 -2.6514633e-03],476.51907,[-142.53941     -1.4707626],524881.56,0.24987207,"[0.17978448 0.18631315       -inf       -inf 0.1710055  0.1389279
 0.14239529       -inf 0.16032048 0.16983747 0.06868907 0.15891671
       -inf       -inf 0.14568892       -inf 0.07289567 0.19453683
 0.1598912  0.17175925       -inf 0.14044482 0.17634816 0.06140379
       -inf       -inf       -inf 0.19057006       -inf 0.17268983
 0.17437226 0.1714284  0.18263364       -inf       -inf 0.22094771
       -inf 0.14043042 0.15141112 0.14643188       -inf       -inf
 0.06917328 0.17162202 0.1371586  0.18803573 0.16172165 0.15311912
 0.15437022 0.15501347       -inf       -inf 0.15107092       -inf
       -inf 0.07607377 0.07237141       -inf 0.13432407 0.14487223
 0.1239333  0.1911827        -inf       -inf 0.16629809       -inf
       -inf 0.14892752       -inf 0.1916695  0.06842197 0.14398712
 0.14059614       -inf 0.1944597  0.16508487       -inf       -inf
 0.1687248        -inf 0.15439293 0.19015625 0.13629006 0.1393551
 0.07267769       -inf       -inf 0.16004956 0.15386727 0.1497511
 0.15519848 0.15529852 0.24780847 0.06512222       -inf       -inf
       -inf 0.16222507       -inf 0.16552424 0.15173836 0.16057722
 0.15487069 0.21917856 0.1594649  0.12050409 0.18302964 0.14425811
       -inf 0.05117114       -inf 0.03673144 0.15468451 0.1546889
       -inf 0.18553609 0.15445907 0.06765346 0.19419307       -inf
 0.16548398       -inf 0.14078364 0.15596953 0.13965768 0.1736078
 0.14228888 0.07168147]",0.24780847,524881.56,"[ 7  9  0  0  8 10 16  0 13 15  5 16  0  0 24  0 13 13  1 20  0 11  5  1
  0  0  0 12  0  6 10 13 12  0  0 21  0 17  2 24  0  0  8  4  8 15  7  5
 32  8  0  0  8  0  0  6  4  0 15 11  6 13  0  0 16  0  0 21  0  6  1  5
  9  0  7  8  0  0  9  0 23 10  7  3 12  0  0 15 12 22 20 16 14  4  0  0
  0 17  0  6 12 11  6 15 12  3  5  6  0  4  0  1  6 15  0  7 13  4  7  0
 12  0 16 18 11 17 10  5]",-44,933,324.31316447257996
70,67.96875,0,1,26,10158.882,"[ 7693.964   7573.741        -inf       -inf  7681.4146  5647.419
  5789.8857       -inf  6529.508   6906.6963  2792.2107  6463.91
       -inf       -inf  5959.0244       -inf  2990.0854  7910.1
  7197.879   6982.0435       -inf  5747.7207  7169.578   2496.1633
       -inf       -inf       -inf  7747.547        -inf  7465.487
  7089.047   7025.3223  7446.336        -inf       -inf  8983.092
       -inf  5717.668   6154.8613  6467.696        -inf       -inf
  2836.4907  6976.564   5651.324   7643.8496  7975.626   6230.274
  6305.205   6303.2295       -inf       -inf  6141.753        -inf
       -inf  3092.3992  2944.5583       -inf  5462.589   5891.908
  5037.9185  7827.3164       -inf       -inf  6876.7993       -inf
       -inf  6374.3027       -inf  7973.4263  2811.3118  5854.0713
  5760.3965       -inf  7907.67    7732.157        -inf       -inf
  7356.165        -inf  6281.414   7777.4146  5541.0093  5867.9355
  2954.3796       -inf       -inf  6509.5977  6257.7153  6087.6084
  6310.5366  6313.9805 10076.875   6273.443        -inf       -inf
       -inf  6596.0117       -inf  7335.7217  6170.76    7145.875
  6295.493   8909.607   9470.336   4898.4907  7485.456   5866.5103
       -inf  2108.1655       -inf  1706.1742  6288.2656  6371.3584
       -inf  7562.4844  6280.9043  2750.119   7902.3745       -inf
  6730.194        -inf  5724.575   6340.965   5678.2993  7057.331
  5789.013   2945.6907]",10076.875,[ 4.7767679e+02 -2.6514633e-03],476.51907,[-142.53941     -1.4707626],540257.75,0.24991098,"[0.18927342 0.1863159        -inf       -inf 0.1889647  0.1389279
 0.14243262       -inf 0.16062751 0.16990644 0.06868907 0.15901378
       -inf       -inf 0.14659345       -inf 0.07355683 0.19459042
 0.17706959 0.17176          -inf 0.14139532 0.17637339 0.06140623
       -inf       -inf       -inf 0.19059156       -inf 0.18365282
 0.1743923  0.17282465 0.1831817        -inf       -inf 0.22098628
       -inf 0.14065602 0.15141112 0.15910691       -inf       -inf
 0.06977837 0.1716252  0.13902397 0.18804058 0.19620237 0.15326628
 0.1551096  0.15506102       -inf       -inf 0.15108863       -inf
       -inf 0.07607377 0.07243687       -inf 0.13438103 0.1449424
 0.12393404 0.19255391       -inf       -inf 0.16917096       -inf
       -inf 0.15680942       -inf 0.19614825 0.06915896 0.14401159
 0.14170718       -inf 0.1945306  0.190213         -inf       -inf
 0.18096349       -inf 0.15452434 0.19132629 0.1363102  0.14435264
 0.07267848       -inf       -inf 0.1601377  0.15394133 0.14975667
 0.15524074 0.15532547 0.24789362 0.15432824       -inf       -inf
       -inf 0.1622635        -inf 0.18046054 0.15180221 0.17579028
 0.15487069 0.21917856 0.23297262 0.12050409 0.18414405 0.1443176
       -inf 0.05186139       -inf 0.04197231 0.15469289 0.15673697
       -inf 0.18603899 0.1545118  0.0676536  0.19440036       -inf
 0.16556443       -inf 0.14082596 0.15598929 0.13968757 0.17361209
 0.14241114 0.07246471]",0.24789362,540257.75,"[ 6 10  0  0 11 10 16  0 14 16  5 17  0  0 27  0 14 16  1 20  0 11  7  2
  0  0  0 16  0  7 11 17  7  0  0 21  0 20  2 23  0  0  6  4  9 13 10  7
 37  8  0  0 11  0  0  6  6  0 13 11  5 14  0  0 13  0  0 20  0  2  1  7
 14  0 11  9  0  0  9  0 19 11  8  3 11  0  0 12 10 24 19 14 15  6  0  0
  0 20  0  7 15  8  6 16 11  3 10  9  0  1  0  1  9 12  0  5 15  4  6  0
  6  0 17 18  9 18  9  6]",-24,966,313.8595480918884
80,68.75,0,0,19,10176.161,"[ 7714.159   7575.0312       -inf       -inf  7682.7974  5755.629
  5938.202        -inf  6538.097   6906.8613  2793.441   6464.161
       -inf       -inf  5959.6367       -inf  2990.0999  7910.3926
  7197.879   6982.1475       -inf  5762.166   7169.7627  3181.4993
       -inf       -inf       -inf  8721.875        -inf  7485.7705
  7089.047   7030.9033  7679.6797       -inf  2460.595   8984.199
       -inf  5866.5024  7502.4424  6522.057        -inf       -inf
  2837.4932  6976.564   5744.4214  7647.295   7977.4604  6230.4014
  6305.327   6307.616        -inf       -inf  6143.762        -inf
       -inf  3712.029   2944.583        -inf  5464.458   6081.2266
  6853.6475  8831.722        -inf       -inf  6889.612        -inf
       -inf  6378.711        -inf  7973.4263  2820.8704  6257.788
  5760.698        -inf  7907.9873  7732.1597       -inf       -inf
  7359.3955       -inf  6283.591   8016.4023  5541.083   5933.132
  2954.3938       -inf       -inf  6514.8228  6258.0063  6381.741
  6317.6274  6902.0293 10094.502   6698.925        -inf       -inf
       -inf  6596.8857       -inf  7356.475   6531.3794  7176.
  6366.9316  8910.624   9470.337   4920.9097  7495.078   5883.8955
       -inf  2108.1655       -inf  1706.1742  6289.7505  6972.1514
       -inf  7642.596   6412.8506  2750.1272  7902.861        -inf
  6730.194        -inf  5725.849   6341.2695  5858.4043  7066.3223
  5789.2974  2945.6921]",10094.502,[ 4.7888034e+02 -2.5618621e-03],477.476,[-142.53941     -1.4043157],553850.1,0.25033605,"[0.18977022 0.18634762       -inf       -inf 0.18899873 0.14158988
 0.14608124       -inf 0.16083881 0.16991048 0.06871933 0.15901995
       -inf       -inf 0.14660855       -inf 0.0735572  0.19459762
 0.17706959 0.17176256       -inf 0.1417507  0.17637792 0.07826566
       -inf       -inf       -inf 0.21456026       -inf 0.1841518
 0.1743923  0.17296194 0.18892202       -inf 0.06053124 0.22101349
       -inf 0.14431742 0.18456194 0.16044421       -inf       -inf
 0.06980304 0.1716252  0.14131418 0.18812534 0.1962475  0.15326941
 0.1551126  0.15516892       -inf       -inf 0.15113807       -inf
       -inf 0.09131683 0.07243747       -inf 0.13442701 0.14959966
 0.16860142 0.21726255       -inf       -inf 0.16948615       -inf
       -inf 0.15691786       -inf 0.19614825 0.0693941  0.15394312
 0.1417146        -inf 0.19453843 0.19021304       -inf       -inf
 0.18104294       -inf 0.15457788 0.19720547 0.13631201 0.14595652
 0.07267881       -inf       -inf 0.16026625 0.1539485  0.15699239
 0.15541518 0.1697916  0.24832723 0.16479522       -inf       -inf
       -inf 0.162285         -inf 0.18097109 0.16067353 0.17653137
 0.15662809 0.21920356 0.23297262 0.12105559 0.18438075 0.14474529
       -inf 0.05186139       -inf 0.04197231 0.15472941 0.17151663
       -inf 0.18800975 0.1577577  0.06765381 0.19441234       -inf
 0.16556443       -inf 0.14085731 0.1559968  0.14411817 0.17383327
 0.14241813 0.07246476]",0.24832723,553850.1,"[ 7 10  0  0 13 11 14  0 15 18  7 20  0  0 31  0 17 18  1 21  0  7  8  3
  0  0  0 13  0 12 11 15  9  0  1 21  0 21  3 21  0  0  7  4 10 16  9  8
 33 10  0  0  9  0  0  7  8  0 14  6  8 17  0  0  7  0  0 21  0  2  1  9
 14  0 12 10  0  0 12  0 20  7  9  4 11  0  0 13 13 26 21 17 18  7  0  0
  0 20  0  9 20 12  8 17 10  2 11  4  0  1  0  1 10 15  0  5 18  4  8  0
  6  0 20 19  7 19 10  7]",-28,1031,337.6967067718506
