coverage,emitter_mutation_count:,emitter_variation_count:,ga_max_fitness,ga_population_size,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions
40.625,0,149,[1581.3115 -444.8573],6400,1187245.8,"[      -inf  971588.94  314706.8   820006.5        -inf       -inf
       -inf       -inf  428453.94  725053.9        -inf       -inf
  766364.25       -inf  803697.06  765474.7        -inf       -inf
       -inf       -inf       -inf       -inf       -inf       -inf
  625246.94       -inf  828635.25       -inf       -inf  580543.5
       -inf       -inf  843504.4   450413.84       -inf  723839.7
  611462.6        -inf  947374.7        -inf  343037.75       -inf
       -inf       -inf       -inf  655773.06       -inf  958158.
       -inf  498920.75  800589.75       -inf  161166.72       -inf
  522421.62       -inf  573399.2        -inf  339794.78       -inf
  320574.2        -inf  732792.44       -inf       -inf  721867.2
       -inf       -inf  600719.7        -inf  510555.53       -inf
       -inf  230686.11       -inf  551298.1        -inf  566717.8
       -inf  651671.1        -inf       -inf       -inf  685488.
 1069379.6        -inf       -inf       -inf  238467.84       -inf
       -inf  790168.8   652699.1        -inf       -inf  963059.94
       -inf       -inf       -inf       -inf       -inf       -inf
       -inf  316824.44  287862.22       -inf  797342.4   263930.66
  202082.14       -inf  129964.69       -inf  649249.6        -inf
  335270.94  788139.2        -inf       -inf  811233.7   603181.8
  665856.9        -inf       -inf       -inf       -inf       -inf
       -inf       -inf]",1069379.6,[1581.3115 -444.8573],1034.5803,[-1423.364   -595.1645],31196712.0,0.16489524,"[      -inf 0.13494292 0.04370928 0.11388979       -inf       -inf
       -inf       -inf 0.05950749 0.10070192       -inf       -inf
 0.10643947       -inf 0.11162459 0.10631593       -inf       -inf
       -inf       -inf       -inf       -inf       -inf       -inf
 0.08683985       -inf 0.11508822       -inf       -inf 0.08063104
       -inf       -inf 0.11715339 0.06255747       -inf 0.10053328
 0.08492536       -inf 0.13157982       -inf 0.04764413       -inf
       -inf       -inf       -inf 0.09107959       -inf 0.1330775
       -inf 0.06929455 0.11119302       -inf 0.02238427       -inf
 0.07255855       -inf 0.07963878       -inf 0.04719372       -inf
 0.04452419       -inf 0.10177673       -inf       -inf 0.10025933
       -inf       -inf 0.08343329       -inf 0.07091048       -inf
       -inf 0.03203974       -inf 0.07656918       -inf 0.0787108
       -inf 0.09050988       -inf       -inf       -inf 0.09520666
 0.14852494       -inf       -inf       -inf 0.03312053       -inf
       -inf 0.10974567 0.09065266       -inf       -inf 0.13375832
       -inf       -inf       -inf       -inf       -inf       -inf
       -inf 0.0440034  0.03998086       -inf 0.11074199 0.03665704
 0.02806696       -inf 0.01805065       -inf 0.09017355       -inf
 0.04656541 0.10946377       -inf       -inf 0.11267134 0.08377525
 0.09248012       -inf       -inf       -inf       -inf       -inf
       -inf       -inf]",0.14852494,31196712.0,"[0 2 1 1 0 0 0 0 1 1 0 0 1 0 1 5 0 0 0 0 0 0 0 0 2 0 2 0 0 1 0 0 2 1 0 3 1
 0 1 0 1 0 0 0 0 3 0 5 0 2 2 0 1 0 2 0 2 0 1 0 1 0 1 0 0 5 0 0 1 0 1 0 0 1
 0 1 0 1 0 2 0 0 0 1 3 0 0 0 1 0 0 1 2 0 0 5 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1
 0 1 0 1 4 0 0 1 1 5 0 0 0 0 0 0 0]",58,91
49.21875,5850,256,[1581.3115  -443.15057],6400,1192313.1,"[      -inf  971588.94  314706.8   820006.5        -inf       -inf
       -inf       -inf  428453.94  725053.9        -inf       -inf
  803070.06       -inf  846394.06  940951.7        -inf       -inf
       -inf       -inf       -inf       -inf       -inf  621298.
  625246.94       -inf  870837.         -inf       -inf  702086.
  684976.06       -inf  886510.56  464415.25  691260.    812743.8
  611462.6        -inf  947374.7        -inf  343037.75       -inf
       -inf       -inf       -inf  705946.7        -inf 1008063.1
       -inf  508801.44  800589.75       -inf  241353.6        -inf
  522421.62       -inf  573399.2        -inf  339794.78       -inf
  588643.         -inf  732792.44       -inf       -inf  772013.6
       -inf       -inf  600719.7        -inf  520720.94       -inf
       -inf  262646.56  670411.75  683015.7   862098.1   617479.5
       -inf  847747.4        -inf       -inf       -inf  685488.
 1069379.6   788982.9        -inf       -inf  238467.84  641329.
       -inf  790168.8   688456.2        -inf       -inf 1036534.25
  659251.8        -inf  222954.75       -inf       -inf       -inf
       -inf  368012.25  298538.6        -inf  825992.2   269925.
  210879.         -inf  178443.2        -inf  678995.1        -inf
  335270.94  842715.3        -inf  678428.7   811233.7   685668.94
  705139.2        -inf       -inf       -inf       -inf       -inf
       -inf  404756.3 ]",1069379.6,[1581.3115  -443.15057],1034.5803,[-1356.5098   -592.39014],40085144.0,0.16559902,"[      -inf 0.13494292 0.04370928 0.11388979       -inf       -inf
       -inf       -inf 0.05950749 0.10070192       -inf       -inf
 0.1115375        -inf 0.11755473 0.13068773       -inf       -inf
       -inf       -inf       -inf       -inf       -inf 0.0862914
 0.08683985       -inf 0.12094958       -inf       -inf 0.09751195
 0.09513557       -inf 0.12312646 0.06450211 0.09600832 0.11288108
 0.08492536       -inf 0.13157982       -inf 0.04764413       -inf
       -inf       -inf       -inf 0.09804816       -inf 0.14000876
       -inf 0.07066687 0.11119302       -inf 0.03352133       -inf
 0.07255855       -inf 0.07963878       -inf 0.04719372       -inf
 0.08175597       -inf 0.10177673       -inf       -inf 0.10722411
       -inf       -inf 0.08343329       -inf 0.07232235       -inf
       -inf 0.03647869 0.09311274 0.09486329 0.11973585 0.08576104
       -inf 0.11774269       -inf       -inf       -inf 0.09520666
 0.14852494 0.10958094       -inf       -inf 0.03312053 0.08907347
       -inf 0.10974567 0.09561892       -inf       -inf 0.14396308
 0.09156276       -inf 0.03096594       -inf       -inf       -inf
       -inf 0.05111281 0.04146369       -inf 0.11472113 0.03748958
 0.02928875       -inf 0.02478378       -inf 0.09430488       -inf
 0.04656541 0.11704379       -inf 0.09422621 0.11267134 0.0952318
 0.097936         -inf       -inf       -inf       -inf       -inf
       -inf 0.05621615]",0.14852494,40085144.0,"[0 2 1 1 0 0 0 0 1 1 0 0 2 0 1 6 0 0 0 0 0 0 0 1 2 0 4 0 0 1 1 0 4 2 1 3 1
 0 1 0 1 0 0 0 0 4 0 5 0 1 2 0 1 0 2 0 2 0 1 0 2 0 1 0 0 6 0 0 1 0 2 0 0 3
 1 2 2 3 0 3 0 0 0 1 3 2 0 0 1 1 0 1 2 0 0 5 1 0 1 0 0 0 0 2 2 0 2 2 2 0 1
 0 2 0 1 8 0 1 1 4 6 0 0 0 0 0 0 1]",85,134
58.59375,5664,256,[1794.8784  -405.66803],6400,1334361.0,"[      -inf  971588.94  546954.2   905111.06  637926.6        -inf
  565845.25       -inf  428453.94  725053.9   571397.6   689789.2
  803070.06       -inf  846394.06  958287.7        -inf  129283.75
       -inf       -inf       -inf       -inf       -inf  621298.
  625246.94       -inf  900103.75       -inf       -inf  792312.56
  684976.06       -inf 1116399.2   464415.25  691260.    939980.25
  611462.6        -inf  947374.7        -inf  413028.88       -inf
  524913.         -inf       -inf  715048.8        -inf 1052164.5
       -inf  508801.44  886239.1        -inf  305854.44       -inf
  550020.         -inf  573399.2        -inf  339794.78       -inf
  598175.    564230.25  832252.75       -inf       -inf  772013.6
       -inf  771453.44  719714.1        -inf  542570.7   622404.8
       -inf  262646.56  670411.75  733486.2   862098.1   617479.5
       -inf 1117114.    683399.1        -inf       -inf  685488.
 1069698.1   788982.9        -inf  596588.1   238467.84  641329.
       -inf  867620.25  722700.56       -inf       -inf 1113401.2
  659251.8        -inf  222954.75       -inf       -inf       -inf
       -inf  368012.25  383514.78       -inf  828925.25  280523.75
  210879.         -inf  195939.34       -inf  731583.9        -inf
  335270.94  843874.94       -inf  788456.1   811233.7   685668.94
  850063.4   397843.88       -inf       -inf       -inf       -inf
       -inf  404756.3 ]",1117114.0,[1794.8784  -405.66803],1248.9347,[-1441.5686   -592.39014],49135730.0,0.1853279,"[      -inf 0.13494292 0.07596586 0.12570988 0.08860093       -inf
 0.07858961       -inf 0.05950749 0.10070192 0.07936078 0.09580405
 0.1115375        -inf 0.11755473 0.1330955        -inf 0.01795608
       -inf       -inf       -inf       -inf       -inf 0.0862914
 0.08683985       -inf 0.12501441       -inf       -inf 0.11004341
 0.09513557       -inf 0.15505546 0.06450211 0.09600832 0.1305528
 0.08492536       -inf 0.13157982       -inf 0.05736512       -inf
 0.07290458       -inf       -inf 0.09931233       -inf 0.14613394
       -inf 0.07066687 0.12308876       -inf 0.04247978       -inf
 0.07639167       -inf 0.07963878       -inf 0.04719372       -inf
 0.08307985 0.0783653  0.11559066       -inf       -inf 0.10722411
       -inf 0.10714631 0.09996029       -inf 0.07535703 0.08644512
       -inf 0.03647869 0.09311274 0.10187308 0.11973585 0.08576104
       -inf 0.1551547  0.09491655       -inf       -inf 0.09520666
 0.14856917 0.10958094       -inf 0.08285946 0.03312053 0.08907347
       -inf 0.12050281 0.10037508       -inf       -inf 0.15463907
 0.09156276       -inf 0.03096594       -inf       -inf       -inf
       -inf 0.05111281 0.05326594       -inf 0.1151285  0.03896163
 0.02928875       -inf 0.0272138        -inf 0.10160887       -inf
 0.04656541 0.11720484       -inf 0.1095078  0.11267134 0.0952318
 0.11806436 0.05525609       -inf       -inf       -inf       -inf
       -inf 0.05621615]",0.1551547,49135730.0,"[0 2 2 2 1 0 1 0 1 1 1 1 2 0 1 3 0 1 0 0 0 0 0 1 2 0 6 0 0 2 1 0 4 2 1 7 1
 0 1 0 2 0 1 0 0 5 0 6 0 1 3 0 1 0 2 0 2 0 1 0 2 1 2 0 0 6 0 1 1 0 3 1 0 3
 1 2 2 3 0 3 3 0 0 1 4 2 0 1 1 1 0 2 3 0 0 6 1 0 1 0 0 0 0 2 3 0 3 2 2 0 2
 0 3 0 1 9 0 2 1 4 6 1 0 0 0 0 0 1]",119,170
61.71875,5459,256,[1794.8784  -392.89282],6400,1367667.5,"[      -inf  971588.94  546954.2   933784.9   637926.6        -inf
  605854.2        -inf  502030.56  725053.9   571397.6   689789.2
  999958.5        -inf  846394.06  958287.7        -inf  129283.75
       -inf       -inf       -inf       -inf       -inf  705710.8
  625246.94       -inf  900180.9        -inf       -inf  792312.56
  779308.6        -inf 1116399.2   464415.25  691260.   1042398.5
  611462.6        -inf  947374.7        -inf  417181.84       -inf
  524913.         -inf       -inf  751909.25  458528.1  1052164.5
       -inf  509817.06  886239.1        -inf  339201.8        -inf
  764473.8        -inf  573399.2        -inf  343810.84       -inf
  598175.    564230.25  832452.6        -inf  783744.1   780749.
       -inf  771453.44  719714.1        -inf  542570.7   622404.8
       -inf  262646.56  670411.75  738140.8   889596.94  733111.56
       -inf 1117114.    705207.94       -inf  848918.06  685488.
 1122754.8   788982.9        -inf  596588.1   238467.84  641329.
  454116.38  867620.25  722700.56       -inf       -inf 1134973.
  659251.8        -inf  222954.75       -inf       -inf       -inf
       -inf  368012.25  490885.5        -inf  828925.25  280523.75
  210879.         -inf  196720.19       -inf  872593.44       -inf
  335270.94  928558.5        -inf  788456.1   811233.7   719762.44
  852715.    397843.88       -inf       -inf       -inf       -inf
       -inf  404756.3 ]",1134973.0,[1794.8784  -392.89282],1248.9347,[-1441.5686   -592.39014],53219020.0,0.18995383,"[      -inf 0.13494292 0.07596586 0.12969236 0.08860093       -inf
 0.08414642       -inf 0.06972647 0.10070192 0.07936078 0.09580405
 0.13888313       -inf 0.11755473 0.1330955        -inf 0.01795608
       -inf       -inf       -inf       -inf       -inf 0.09801539
 0.08683985       -inf 0.12502512       -inf       -inf 0.11004341
 0.1082373        -inf 0.15505546 0.06450211 0.09600832 0.14477757
 0.08492536       -inf 0.13157982       -inf 0.05794192       -inf
 0.07290458       -inf       -inf 0.10443184 0.06368446 0.14613394
       -inf 0.07080793 0.12308876       -inf 0.04711136       -inf
 0.10617691       -inf 0.07963878       -inf 0.04775151       -inf
 0.08307985 0.0783653  0.11561842       -inf 0.10885336 0.10843736
       -inf 0.10714631 0.09996029       -inf 0.07535703 0.08644512
       -inf 0.03647869 0.09311274 0.10251956 0.12355513 0.10182105
       -inf 0.1551547  0.09794554       -inf 0.11790528 0.09520666
 0.15593815 0.10958094       -inf 0.08285946 0.03312053 0.08907347
 0.06307172 0.12050281 0.10037508       -inf       -inf 0.15763515
 0.09156276       -inf 0.03096594       -inf       -inf       -inf
       -inf 0.05111281 0.06817854       -inf 0.1151285  0.03896163
 0.02928875       -inf 0.02732225       -inf 0.12119353       -inf
 0.04656541 0.12896647       -inf 0.1095078  0.11267134 0.099967
 0.11843263 0.05525609       -inf       -inf       -inf       -inf
       -inf 0.05621615]",0.15763515,53219020.0,"[0 2 2 2 1 0 2 0 2 1 1 1 1 0 1 3 0 1 0 0 0 0 0 1 2 0 6 0 0 2 1 0 4 2 1 4 1
 0 1 0 4 0 1 0 0 7 1 6 0 3 3 0 2 0 2 0 2 0 2 0 2 1 3 0 1 5 0 1 1 0 3 1 0 3
 1 3 2 3 0 3 3 0 1 1 5 2 0 1 1 1 1 2 3 0 0 6 1 0 1 0 0 0 0 2 1 0 3 2 2 0 3
 0 5 0 1 6 0 2 1 1 9 1 0 0 0 0 0 1]",160,180
64.84375,5255,256,[1794.8784  -392.89282],6400,1386908.6,"[      -inf  983489.    645641.94  933784.9   637926.6        -inf
  605854.2        -inf  502030.56  772856.56  617326.94  689789.2
  999958.5        -inf  846394.06  958287.7        -inf  129283.75
       -inf       -inf       -inf       -inf       -inf  892800.75
  625246.94       -inf  902637.94       -inf       -inf  792312.56
  779308.6        -inf 1116399.2   464415.25  691260.   1173205.5
  611462.6        -inf 1119662.8        -inf  470282.44       -inf
  524913.         -inf       -inf  751909.25  458528.1  1052164.5
  683971.5   509817.06  886239.1        -inf  339201.8        -inf
  842139.8        -inf  573399.2        -inf  343810.84       -inf
  598175.    564230.25  853596.         -inf  839078.1   887974.7
       -inf  771453.44  770736.         -inf  677310.6   622404.8
       -inf  262646.56  670411.75  738140.8   889596.94  746272.
       -inf 1117114.    705207.94       -inf  848918.06  685488.
 1123811.8   788982.9        -inf  596588.1   280517.5   647390.
  454116.38  878588.6  1066844.5        -inf  432602.34 1134973.
  659251.8   680151.7   222954.75       -inf       -inf       -inf
       -inf  368012.25  490885.5        -inf  828925.25  427597.06
  210879.         -inf  234283.83       -inf  873278.44  638146.94
  335270.94  954458.75       -inf  933903.25  811233.7   780623.56
  853083.1   397843.88       -inf       -inf       -inf       -inf
       -inf  430728.72]",1173205.5,[1794.8784  -392.89282],1248.9347,[-1441.5686   -592.39014],57712396.0,0.1926262,"[      -inf 0.1365957  0.08967249 0.12969236 0.08860093       -inf
 0.08414642       -inf 0.06972647 0.10734119 0.08573985 0.09580405
 0.13888313       -inf 0.11755473 0.1330955        -inf 0.01795608
       -inf       -inf       -inf       -inf       -inf 0.12400009
 0.08683985       -inf 0.12536639       -inf       -inf 0.11004341
 0.1082373        -inf 0.15505546 0.06450211 0.09600832 0.16294521
 0.08492536       -inf 0.15550871       -inf 0.065317         -inf
 0.07290458       -inf       -inf 0.10443184 0.06368446 0.14613394
 0.09499605 0.07080793 0.12308876       -inf 0.04711136       -inf
 0.11696386       -inf 0.07963878       -inf 0.04775151       -inf
 0.08307985 0.0783653  0.11855499       -inf 0.11653863 0.12332981
       -inf 0.10714631 0.10704666       -inf 0.09407093 0.08644512
       -inf 0.03647869 0.09311274 0.10251956 0.12355513 0.10364889
       -inf 0.1551547  0.09794554       -inf 0.11790528 0.09520666
 0.15608495 0.10958094       -inf 0.08285946 0.03896076 0.08991528
 0.06307172 0.12202621 0.14817286       -inf 0.06008365 0.15763515
 0.09156276 0.09446551 0.03096594       -inf       -inf       -inf
       -inf 0.05111281 0.06817854       -inf 0.1151285  0.05938848
 0.02928875       -inf 0.03253942       -inf 0.12128868 0.08863152
 0.04656541 0.13256373       -inf 0.12970878 0.11267134 0.10841992
 0.11848376 0.05525609       -inf       -inf       -inf       -inf
       -inf 0.05982343]",0.16294521,57712396.0,"[0 5 2 2 1 0 2 0 2 2 2 1 1 0 1 3 0 1 0 0 0 0 0 2 2 0 6 0 0 2 1 0 4 2 1 4 1
 0 3 0 2 0 1 0 0 7 1 6 2 3 3 0 2 0 3 0 2 0 2 0 2 1 2 0 2 4 0 1 2 0 5 1 0 3
 1 3 2 3 0 3 3 0 1 1 6 2 0 1 1 2 1 3 1 0 1 6 1 1 1 0 0 0 0 2 1 0 3 1 2 0 1
 0 6 1 1 7 0 1 1 2 9 1 0 0 0 0 0 2]",197,195
67.96875,5045,256,[1794.8784  -368.75378],6400,1446976.4,"[      -inf 1025223.7   645641.94  941517.1   676765.6        -inf
  605854.2        -inf  502030.56  772856.56  617326.94  689789.2
  999958.5        -inf  846394.06  986696.         -inf  147341.89
       -inf       -inf       -inf       -inf  626888.4   892800.75
  625246.94       -inf 1053400.9        -inf       -inf  955506.
  779308.6        -inf 1116771.    484854.62  691260.   1173205.5
  611462.6        -inf 1119662.8        -inf  470282.44       -inf
  524913.         -inf       -inf  751909.25  458528.1  1175143.1
  683971.5   537438.56  886239.1        -inf  339201.8        -inf
  843024.6        -inf  596796.25       -inf  343810.84       -inf
  598175.    564230.25  853596.         -inf  839078.1   888311.9
       -inf  771453.44  770736.         -inf  677310.6   622404.8
       -inf  262646.56  670411.75  780121.4   912793.4   746272.
       -inf 1117114.    775823.44       -inf  848918.06  800091.56
 1163632.2   788982.9        -inf  601142.2   280517.5   647390.
  610278.5   892066.94 1066844.5        -inf  432602.34 1206496.6
  669343.6   680151.7   222954.75       -inf       -inf       -inf
       -inf  555809.2   492738.56       -inf  828925.25  427597.06
  210879.         -inf  248621.27       -inf  893991.44  638146.94
  335270.94 1039052.94       -inf  933903.25  811233.7   780623.56
  859911.5   397843.88  573957.56       -inf  161083.38  720111.44
       -inf  430728.72]",1206496.6,[1794.8784  -368.75378],1248.9347,[-1410.6575   -585.20764],61301344.0,0.20096892,"[      -inf 0.14239219 0.08967249 0.13076627 0.09399523       -inf
 0.08414642       -inf 0.06972647 0.10734119 0.08573985 0.09580405
 0.13888313       -inf 0.11755473 0.1370411        -inf 0.02046415
       -inf       -inf       -inf       -inf 0.08706783 0.12400009
 0.08683985       -inf 0.14630568       -inf       -inf 0.13270918
 0.1082373        -inf 0.1551071  0.06734091 0.09600832 0.16294521
 0.08492536       -inf 0.15550871       -inf 0.065317         -inf
 0.07290458       -inf       -inf 0.10443184 0.06368446 0.16321431
 0.09499605 0.07464425 0.12308876       -inf 0.04711136       -inf
 0.11708676       -inf 0.08288836       -inf 0.04775151       -inf
 0.08307985 0.0783653  0.11855499       -inf 0.11653863 0.12337664
       -inf 0.10714631 0.10704666       -inf 0.09407093 0.08644512
       -inf 0.03647869 0.09311274 0.10835019 0.12677686 0.10364889
       -inf 0.1551547  0.10775325       -inf 0.11790528 0.11112383
 0.1616156  0.10958094       -inf 0.08349197 0.03896076 0.08991528
 0.0847609  0.12389819 0.14817286       -inf 0.06008365 0.16756898
 0.09296439 0.09446551 0.03096594       -inf       -inf       -inf
       -inf 0.07719572 0.06843591       -inf 0.1151285  0.05938848
 0.02928875       -inf 0.03453073       -inf 0.12416547 0.08863152
 0.04656541 0.1443129        -inf 0.12970878 0.11267134 0.10841992
 0.11943215 0.05525609 0.07971633       -inf 0.02237269 0.10001548
       -inf 0.05982343]",0.16756898,61301344.0,"[0 4 2 2 2 0 2 0 2 2 2 1 1 0 1 4 0 1 0 0 0 0 2 2 2 0 4 0 0 1 1 0 5 5 1 4 1
 0 3 0 2 0 1 0 0 7 1 8 2 1 3 0 2 0 4 0 3 0 2 0 2 1 2 0 2 5 0 1 2 0 5 1 0 3
 1 3 2 3 0 3 2 0 1 1 6 2 0 2 1 2 1 4 1 0 1 7 2 1 1 0 0 0 0 2 2 0 3 1 2 0 2
 0 6 1 1 4 0 1 1 2 7 1 1 0 1 1 0 2]",233,205
70.3125,4822,256,[2342.954   -368.75378],6400,1592654.2,"[      -inf 1025223.7   645641.94  941517.1   707416.9   605434.7
  605854.2   528142.6   502030.56  772856.56  617326.94  689789.2
  999958.5        -inf  846394.06  986696.         -inf  157794.73
       -inf       -inf       -inf       -inf  626888.4   911746.1
  625246.94       -inf 1053400.9        -inf       -inf  955506.
  779308.6        -inf 1254741.2   886293.8   733848.3  1173205.5
  611462.6        -inf 1119662.8        -inf  470282.44       -inf
  524913.         -inf       -inf  761039.9   682916.   1175933.6
  683971.5   537438.56  886239.1        -inf  339201.8        -inf
  843024.6        -inf  596796.25       -inf  343810.84       -inf
  598175.    564230.25  853596.         -inf  839078.1   888311.9
       -inf  771453.44  770736.         -inf  778013.2   622404.8
       -inf  318485.94  670411.75  797001.    912793.4   754734.9
       -inf 1117114.    834852.5        -inf  848918.06  886368.6
 1163632.2   832359.06       -inf  601142.2   280517.5   647390.
  610278.5   892066.94 1066844.5        -inf  660979.7  1206553.2
  669343.6   680151.7   222954.75 1052980.5        -inf       -inf
       -inf  555809.2   492738.56       -inf  828925.25  429740.84
  210879.         -inf  248621.27       -inf  949599.5   638146.94
  335270.94 1039556.75       -inf  940322.06  811233.7   780623.56
  861127.94  397843.88  573957.56       -inf  161083.38  720111.44
       -inf  430728.72]",1254741.2,[2342.954   -368.75378],1790.1792,[-1410.6575   -585.20764],65029150.0,0.22120197,"[      -inf 0.14239219 0.08967249 0.13076627 0.09825235 0.08408815
 0.08414642 0.07335314 0.06972647 0.10734119 0.08573985 0.09580405
 0.13888313       -inf 0.11755473 0.1370411        -inf 0.02191593
       -inf       -inf       -inf       -inf 0.08706783 0.12663141
 0.08683985       -inf 0.14630568       -inf       -inf 0.13270918
 0.1082373        -inf 0.17426962 0.12309636 0.10192336 0.16294521
 0.08492536       -inf 0.15550871       -inf 0.065317         -inf
 0.07290458       -inf       -inf 0.10569999 0.09484944 0.16332412
 0.09499605 0.07464425 0.12308876       -inf 0.04711136       -inf
 0.11708676       -inf 0.08288836       -inf 0.04775151       -inf
 0.08307985 0.0783653  0.11855499       -inf 0.11653863 0.12337664
       -inf 0.10714631 0.10704666       -inf 0.10805739 0.08644512
       -inf 0.04423416 0.09311274 0.11069459 0.12677686 0.10482429
       -inf 0.1551547  0.11595173       -inf 0.11790528 0.12310676
 0.1616156  0.11560541       -inf 0.08349197 0.03896076 0.08991528
 0.0847609  0.12389819 0.14817286       -inf 0.09180272 0.16757682
 0.09296439 0.09446551 0.03096594 0.14624728       -inf       -inf
       -inf 0.07719572 0.06843591       -inf 0.1151285  0.05968623
 0.02928875       -inf 0.03453073       -inf 0.13188882 0.08863152
 0.04656541 0.14438288       -inf 0.13060029 0.11267134 0.10841992
 0.11960111 0.05525609 0.07971633       -inf 0.02237269 0.10001548
       -inf 0.05982343]",0.17426962,65029150.0,"[0 4 2 2 4 1 2 1 2 2 2 1 1 0 1 4 0 2 0 0 0 0 2 2 2 0 4 0 0 1 1 0 7 6 2 4 1
 0 3 0 2 0 1 0 0 4 1 9 2 1 3 0 2 0 4 0 3 0 2 0 2 1 2 0 2 5 0 1 2 0 3 1 0 4
 1 4 2 3 0 3 3 0 1 1 6 3 0 2 1 2 1 4 1 0 1 8 2 1 1 1 0 0 0 2 2 0 3 2 2 0 2
 0 6 1 1 6 0 2 1 2 8 1 1 0 1 1 0 2]",250,221
75.0,4602,256,[2342.954   -368.75378],6400,1612594.4,"[      -inf 1025223.7   645641.94  941517.1   707416.9   605434.7
  605854.2   528142.6   502030.56  772856.56  623649.6   714111.56
 1123334.9        -inf  846394.06 1101922.2        -inf  157794.73
  582364.9        -inf       -inf       -inf  626888.4   911746.1
  625246.94       -inf 1053400.9   857674.75  655569.25 1007250.94
  779308.6        -inf 1254741.2   945892.2   733848.3  1173511.2
  611462.6        -inf 1119662.8   450818.97  470282.44       -inf
  524913.         -inf       -inf  761039.9   682916.   1177070.8
  683971.5   537438.56  886239.1        -inf  339201.8        -inf
  846855.06  638598.5   596796.25       -inf  359502.16       -inf
  598175.    564230.25  926977.5        -inf  839078.1   888311.9
  591205.44  813184.7   770736.         -inf  778013.2   622404.8
       -inf  318485.94  670411.75 1216648.1   912793.4   754734.9
       -inf 1190294.5   834852.5        -inf  848918.06  886368.6
 1163632.2   929159.9        -inf  601142.2   280517.5   647390.
  635708.9   892066.94 1066844.5        -inf  660979.7  1206702.2
  669343.6   711456.9   222954.75 1150862.1        -inf       -inf
       -inf  555809.2   492738.56       -inf  828925.25  434459.4
  210879.         -inf  261230.53       -inf  950468.75  638146.94
  373950.84 1045243.56       -inf  943386.25  811233.7   780623.56
  862588.25  397843.88  573957.56       -inf  161083.38  720111.44
       -inf  430728.72]",1254741.2,[2342.954   -368.75378],1790.1792,[-1410.6575  -594.598 ],70133540.0,0.22397144,"[      -inf 0.14239219 0.08967249 0.13076627 0.09825235 0.08408815
 0.08414642 0.07335314 0.06972647 0.10734119 0.08661801 0.09918217
 0.15601873       -inf 0.11755473 0.15304478       -inf 0.02191593
 0.08088401       -inf       -inf       -inf 0.08706783 0.12663141
 0.08683985       -inf 0.14630568 0.11912149 0.09105128 0.13989596
 0.1082373        -inf 0.17426962 0.13137391 0.10192336 0.16298766
 0.08492536       -inf 0.15550871 0.06261374 0.065317         -inf
 0.07290458       -inf       -inf 0.10569999 0.09484944 0.16348207
 0.09499605 0.07464425 0.12308876       -inf 0.04711136       -inf
 0.11761876 0.08869423 0.08288836       -inf 0.04993086       -inf
 0.08307985 0.0783653  0.12874688       -inf 0.11653863 0.12337664
 0.08211186 0.11294232 0.10704666       -inf 0.10805739 0.08644512
       -inf 0.04423416 0.09311274 0.1689789  0.12677686 0.10482429
       -inf 0.16531867 0.11595173       -inf 0.11790528 0.12310676
 0.1616156  0.12904997       -inf 0.08349197 0.03896076 0.08991528
 0.0882929  0.12389819 0.14817286       -inf 0.09180272 0.16759753
 0.09296439 0.09881345 0.03096594 0.15984195       -inf       -inf
       -inf 0.07719572 0.06843591       -inf 0.1151285  0.06034158
 0.02928875       -inf 0.03628202       -inf 0.13200954 0.08863152
 0.05193762 0.1451727        -inf 0.13102587 0.11267134 0.10841992
 0.11980392 0.05525609 0.07971633       -inf 0.02237269 0.10001548
       -inf 0.05982343]",0.17426962,70133540.0,"[ 0  4  2  2  4  1  2  1  2  2  3  2  2  0  1  5  0  2  1  0  0  0  2  2
  2  0  4  1  1  2  1  0  7  5  2  5  1  0  3  1  2  0  1  0  0  4  1 10
  2  1  3  0  2  0  4  1  3  0  2  0  2  1  2  0  2  5  1  2  2  0  3  1
  0  4  1  5  2  3  0  4  3  0  1  1  6  3  0  2  1  2  2  4  1  0  1  9
  2  2  1  2  0  0  0  2  2  0  3  2  2  0  3  0  7  1  1  5  0  3  1  2
 10  1  1  0  1  1  0  2]",263,244
