coverage,emitter_1_count:,emitter_2_count:,emitter_3_count:,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions
100.0,0,17,42,3651379.0,"[2562020.8  1822207.6  1358714.5  2279509.   1979717.   2055891.5
 1386138.1  2655666.5  2076372.1  2073493.8  1379511.1  3269554.5
 2217767.5  2054854.8  2365667.2  1873837.1  2367424.   1578372.2
 1996466.5  2622091.2  1588799.4   902206.94 2404602.   2271879.
 2100201.   1925859.4  2058551.6  2193315.5  2099269.8  2815809.5
 2849943.   2862285.8  1891221.6  1995930.1  2192605.2  2285712.2
 2051800.1  1987562.   2746687.   1910311.8  1851354.2  1806539.1
 2766199.2  2216894.5  2085397.8  1826499.   1751209.5  2232725.5
 2730253.5  2318096.   2616235.   2010764.2  1550132.2  1766314.6
 1864726.2  2333387.   1607674.8  2748787.5   886775.56 1969513.8
 1180488.   2332916.5  2263345.2  2296771.2  2824412.8  2109142.2
 2448324.5  2290954.   2351063.    844586.56 1383816.4  3172119.2
 2358337.   1594907.1  2381672.   1843237.4  2147355.   1619433.6
 2358355.   2129329.   2123156.8  2246864.5  2280990.5  2109529.8
 2006082.5  2185075.5  2749516.2  3131997.2  1696718.5  2252098.
 1777157.5  2079073.8  2554597.8  1944072.8  2107422.2  2162136.2
 2727928.2  1948267.6   614014.1  2776272.   2401625.5  2489751.8
 1975811.8  1913253.6  1587669.6  2075435.2  2347044.8  1732957.1
 1718904.1  2872013.5  1557442.1  2025466.2  1626420.5  2343308.5
 2016247.9  1792578.6  1922565.   2562603.   2184815.5  2591237.
 1587792.5  2924341.8  2254241.2  2913460.   1725220.9  2052882.9
 2274978.5  1699055.9 ]",3269554.5,[ 3.7944790e+03 -1.8534317e+00],3243.529,[-1085.4185   -599.59546],270621980.0,0.5071359,"[0.35583618 0.2530844  0.18871033 0.31659847 0.2749607  0.28554046
 0.19251919 0.36884254 0.288385   0.28798524 0.19159877 0.4541048
 0.30802327 0.2853965  0.32856488 0.26025516 0.3288089  0.21921837
 0.277287   0.3641794  0.22066656 0.12530652 0.33397245 0.31553876
 0.29169458 0.26748046 0.28590995 0.30462712 0.29156524 0.39108464
 0.3958254  0.3975397  0.26266968 0.2772125  0.3045285  0.31746003
 0.28497225 0.27605027 0.38148436 0.2653211  0.2571325  0.2509082
 0.38419434 0.30790198 0.28963858 0.2536804  0.24322352 0.3101008
 0.3792019  0.32195777 0.36336595 0.27927285 0.21529615 0.24532148
 0.25898975 0.3240815  0.22328818 0.381776   0.12316327 0.27354357
 0.16395666 0.32401615 0.31435347 0.31899598 0.39227954 0.29293638
 0.3400451  0.318188   0.32653654 0.11730368 0.1921967  0.44057208
 0.32754683 0.22151485 0.33078778 0.25600517 0.29824376 0.22492133
 0.3275493  0.29574013 0.2948829  0.3120645  0.31680423 0.29299024
 0.27862257 0.30348274 0.38187727 0.4349996  0.23565538 0.31279138
 0.24682742 0.28876024 0.35480523 0.27001008 0.29269755 0.30029672
 0.37887895 0.27059272 0.08527975 0.38559335 0.3335591  0.34579885
 0.2744183  0.26572967 0.22050968 0.2882549  0.32597843 0.24068847
 0.23873669 0.39889076 0.21631141 0.28131473 0.22589174 0.3254595
 0.28003442 0.24896926 0.2670229  0.3559171  0.30344662 0.35989404
 0.22052674 0.40615857 0.31308904 0.4046473  0.239614   0.2851226
 0.31596923 0.23597997]",0.4541048,270621980.0,"[20  7  5  8  9  6  8  8 10 11  6 16 23 10  5  9 17  5  5 10  3  6 11 14
  8 15 18 14 21 18  8 15 13 10  7  9 14 12 18 11 12  8 13  5 12  5  6 14
 10 18  8 12  7  7 15 10  7 16  6 13  5  8 18  5 10 12 11  7 11  4  6  9
  7  9  7  5 13 11  8 11 12 10  4  8  8 12 19 16  8 10 12  8  9 10  7 16
 18 11  8 10  7 12  8  9  8 15 10 11  7 23  6 11 10  6  8 15 13 22 13 12
 15  7  8 16  6 15 13  8]",-84,1354
100.0,0,0,27,3651379.0,"[2562020.8  1822207.6  1358714.5  2279509.   2173240.   2055891.5
 1386138.1  2655666.5  2084493.8  2092074.9  1379511.1  3269554.5
 2217767.5  2054854.8  2365667.2  1873837.1  2367424.   1578372.2
 1996901.8  2622091.2  1588799.4   902206.94 2404602.   2271879.
 2102528.   1925859.4  2058551.6  2193315.5  2099269.8  2815809.5
 2849943.   2862285.8  1909290.2  1995930.1  2192605.2  2372687.5
 2052408.8  1987562.   2746687.   1993365.2  1852906.5  1806539.1
 2766199.2  2216894.5  2085397.8  1826499.   1751209.5  2232725.5
 2730253.5  2318096.   2616235.   2010764.2  1550132.2  1766314.6
 1909439.9  2333387.   1607674.8  2748787.5   886775.56 1969513.8
 1180488.   2332916.5  2263345.2  2296771.2  2876049.5  2109142.2
 2506807.   2302431.2  2351063.    844586.56 1383816.4  3172119.2
 2358337.   1594907.1  2381672.   1843237.4  2147355.   1619433.6
 2358355.   2129329.   2123156.8  2246864.5  2280990.5  2109529.8
 2006082.5  2185075.5  2749516.2  3131997.2  1696718.5  2258531.2
 1777157.5  2079073.8  2554597.8  1944072.8  2107422.2  2162136.2
 2727928.2  1948267.6   614014.1  2788521.   2401625.5  2489887.2
 1978272.2  1913253.6  1587669.6  2075435.2  2354607.   1767925.2
 1718904.1  2872013.5  1557442.1  2025466.2  1626420.5  2343308.5
 2016247.9  1792578.6  1922565.   2562995.5  2191364.2  2594019.2
 1587792.5  2924341.8  2254732.8  2920101.5  1725220.9  2052882.9
 2274978.5  1699055.9 ]",3269554.5,[ 3.7944790e+03 -1.8534317e+00],3243.529,[-1085.4185   -599.59546],271282180.0,0.5071359,"[0.35583618 0.2530844  0.18871033 0.31659847 0.30183887 0.28554046
 0.19251919 0.36884254 0.28951305 0.29056594 0.19159877 0.4541048
 0.30802327 0.2853965  0.32856488 0.26025516 0.3288089  0.21921837
 0.27734745 0.3641794  0.22066656 0.12530652 0.33397245 0.31553876
 0.29201776 0.26748046 0.28590995 0.30462712 0.29156524 0.39108464
 0.3958254  0.3975397  0.2651792  0.2772125  0.3045285  0.32953992
 0.2850568  0.27605027 0.38148436 0.2768563  0.25734812 0.2509082
 0.38419434 0.30790198 0.28963858 0.2536804  0.24322352 0.3101008
 0.3792019  0.32195777 0.36336595 0.27927285 0.21529615 0.24532148
 0.26519996 0.3240815  0.22328818 0.381776   0.12316327 0.27354357
 0.16395666 0.32401615 0.31435347 0.31899598 0.39945135 0.29293638
 0.34816766 0.31978214 0.32653654 0.11730368 0.1921967  0.44057208
 0.32754683 0.22151485 0.33078778 0.25600517 0.29824376 0.22492133
 0.3275493  0.29574013 0.2948829  0.3120645  0.31680423 0.29299024
 0.27862257 0.30348274 0.38187727 0.4349996  0.23565538 0.31368488
 0.24682742 0.28876024 0.35480523 0.27001008 0.29269755 0.30029672
 0.37887895 0.27059272 0.08527975 0.38729453 0.3335591  0.34581763
 0.27476004 0.26572967 0.22050968 0.2882549  0.32702872 0.24554515
 0.23873669 0.39889076 0.21631141 0.28131473 0.22589174 0.3254595
 0.28003442 0.24896926 0.2670229  0.35597157 0.30435616 0.36028045
 0.22052674 0.40615857 0.31315732 0.40556967 0.239614   0.2851226
 0.31596923 0.23597997]",0.4541048,271282180.0,"[20  7  5  8  8  6  8  8 10 11  6 16 23 10  5  9 17  5  6 10  3  6 11 14
  9 15 18 14 21 18  8 15 13 10  7  8 14 12 18 12 12  8 13  5 12  5  6 14
 10 18  8 12  7  7 12 10  7 16  6 13  5  8 18  5 10 12 11  8 11  4  6  9
  7  9  7  5 13 11  8 11 12 10  4  8  8 12 19 16  8 10 12  8  9 10  7 16
 18 11  8 11  7 13  9  9  8 15 10 10  7 23  6 11 10  6  8 15 13 21 14 12
 15  7  9 17  6 15 13  8]",-30,1357
100.0,1,0,31,3654728.5,"[2562020.8  1822207.6  1358714.5  2279509.   2173240.   2055891.5
 1386138.1  2655666.5  2084493.8  2092074.9  1379511.1  3269554.5
 2217767.5  2066377.8  2365667.2  1873837.1  2367424.   1578372.2
 1996901.8  2622091.2  1874359.5   907499.7  2404602.   2271879.
 2238242.2  1925859.4  2058551.6  2209175.2  2099269.8  2815809.5
 2849943.   2862285.8  1909290.2  1995930.1  2192605.2  2372687.5
 2052408.8  1987562.   2746687.   1993365.2  1852906.5  1806539.1
 2766199.2  2216894.5  2095655.2  1826499.   1751209.5  2232725.5
 2730253.5  2325040.8  2672161.5  2011752.   1550132.2  1766314.6
 1909439.9  2367341.5  1607674.8  2748787.5   886775.56 1969513.8
 1180488.   2332916.5  2263345.2  2296771.2  2876049.5  2109142.2
 2506807.   2302431.2  2351063.    844586.56 1383816.4  3337845.2
 2370412.2  1594907.1  2381672.   1921333.9  2153712.2  1619433.6
 2358355.   2129329.   2123156.8  2257992.2  2436849.5  2109529.8
 2006082.5  2185075.5  2749516.2  3131997.2  1696718.5  2258531.2
 1785206.2  2082494.1  2554597.8  1944074.2  2107422.2  2162244.2
 2727928.2  1948267.6   614014.1  2788521.   2401625.5  2489887.2
 1978272.2  1916899.1  1587669.6  2075470.4  2354607.   1767925.2
 1718904.1  2886039.   1557667.6  2025466.2  1626420.5  2353465.2
 2016247.9  1792578.6  1922565.   2562995.5  2191566.5  2597990.8
 1587792.5  2924341.8  2420814.   2922463.5  1725220.9  2052882.9
 2274978.5  1699055.9 ]",3337845.2,[ 3.7944790e+03 -1.8534317e+00],3243.529,[-1085.4185   -599.59546],272485760.0,0.50760114,"[0.35583618 0.2530844  0.18871033 0.31659847 0.30183887 0.28554046
 0.19251919 0.36884254 0.28951305 0.29056594 0.19159877 0.4541048
 0.30802327 0.2869969  0.32856488 0.26025516 0.3288089  0.21921837
 0.27734745 0.3641794  0.26032773 0.12604164 0.33397245 0.31553876
 0.310867   0.26748046 0.28590995 0.30682984 0.29156524 0.39108464
 0.3958254  0.3975397  0.2651792  0.2772125  0.3045285  0.32953992
 0.2850568  0.27605027 0.38148436 0.2768563  0.25734812 0.2509082
 0.38419434 0.30790198 0.29106322 0.2536804  0.24322352 0.3101008
 0.3792019  0.32292235 0.3711335  0.27940997 0.21529615 0.24532148
 0.26519996 0.3287974  0.22328818 0.381776   0.12316327 0.27354357
 0.16395666 0.32401615 0.31435347 0.31899598 0.39945135 0.29293638
 0.34816766 0.31978214 0.32653654 0.11730368 0.1921967  0.4635896
 0.32922393 0.22151485 0.33078778 0.26685193 0.29912668 0.22492133
 0.3275493  0.29574013 0.2948829  0.31361002 0.3384513  0.29299024
 0.27862257 0.30348274 0.38187727 0.4349996  0.23565538 0.31368488
 0.2479453  0.28923526 0.35480523 0.27001032 0.29269755 0.3003117
 0.37887895 0.27059272 0.08527975 0.38729453 0.3335591  0.34581763
 0.27476004 0.26623598 0.22050968 0.28825977 0.32702872 0.24554515
 0.23873669 0.40083876 0.21634272 0.28131473 0.22589174 0.32687014
 0.28003442 0.24896926 0.2670229  0.35597157 0.30438423 0.36083207
 0.22052674 0.40615857 0.33622417 0.40589768 0.239614   0.2851226
 0.31596923 0.23597997]",0.4635896,272485760.0,"[20  7  5  8  8  6  8  8 10 11  6 16 23  9  5  9 17  5  6 10  4  5 11 14
  8 15 18 12 21 18  8 15 13 10  7  8 14 12 18 12 12  8 13  5 12  5  6 14
 10 19  9 13  7  7 12 10  7 16  6 13  5  8 18  5 10 12 11  8 11  4  6  9
  6  9  7  6 14 11  8 11 12  9  5  8  8 12 19 16  8 10 13  8  9 11  7 17
 18 11  8 11  7 13  9 10  8 16 10 10  7 25  7 11 10  7  8 15 13 21 15 13
 15  7  8 19  6 15 13  8]",-44,1369
100.0,1,0,39,3656663.2,"[2565221.5  1822207.6  1358714.5  2279509.   2238574.8  2055891.5
 1386389.6  2655666.5  2084493.8  2092074.9  1379511.1  3269554.5
 2217767.5  2068898.2  2393032.2  1873837.1  2367424.   1578372.2
 1996901.8  2622962.5  1874359.5   907499.7  2418826.2  2271879.
 2238242.2  1925859.4  2058551.6  2209175.2  2099269.8  2815809.5
 2849943.   2862434.8  1909290.2  1995930.1  2192605.2  2377833.5
 2052415.9  1987562.   2746687.   1993752.8  1852906.5  1807426.
 2768599.5  2216894.5  2096100.8  1826499.   1751209.5  2232725.5
 2730253.5  2325040.8  2672499.8  2011752.   1550132.2  1766959.5
 1909439.9  2367341.5  1607674.8  2748787.5   886775.56 1969513.8
 1180488.   2332916.5  2388757.   2296771.2  2876049.5  2109142.2
 2506807.   2302431.2  2357309.5   844586.56 1383816.4  3375118.8
 2370412.2  1594907.1  2381672.   1921333.9  2153712.2  1619433.6
 2358355.   2129329.   2123156.8  2257992.2  2436849.5  2109529.8
 2006082.5  2209006.5  2750821.8  3172835.8  1696718.5  2258531.2
 1785206.2  2082494.1  2554597.8  1944074.2  2107422.2  2194208.5
 2729448.   1997082.    614014.1  2798347.   2401625.5  2489887.2
 1978272.2  1959072.1  1587669.6  2075470.4  2354607.   1768285.8
 1718904.1  2886039.   1557667.6  2025466.2  1626420.5  2381251.
 2016427.6  1792578.6  1922565.   2562995.5  2192808.2  2597990.8
 1587792.5  2924520.8  2420814.   2934692.2  1784972.   2052882.9
 2274978.5  1699055.9 ]",3375118.8,[ 3.794479e+03 -8.808958e-01],3243.529,[-1085.4185   -599.59546],273080930.0,0.5078699,"[0.35628074 0.2530844  0.18871033 0.31659847 0.31091315 0.28554046
 0.1925541  0.36884254 0.28951305 0.29056594 0.19159877 0.4541048
 0.30802327 0.28734696 0.3323656  0.26025516 0.3288089  0.21921837
 0.27734745 0.36430034 0.26032773 0.12604164 0.33594805 0.31553876
 0.310867   0.26748046 0.28590995 0.30682984 0.29156524 0.39108464
 0.3958254  0.39756036 0.2651792  0.2772125  0.3045285  0.3302546
 0.28505778 0.27605027 0.38148436 0.27691013 0.25734812 0.25103137
 0.3845277  0.30790198 0.29112512 0.2536804  0.24322352 0.3101008
 0.3792019  0.32292235 0.37118053 0.27940997 0.21529615 0.24541105
 0.26519996 0.3287974  0.22328818 0.381776   0.12316327 0.27354357
 0.16395666 0.32401615 0.33177176 0.31899598 0.39945135 0.29293638
 0.34816766 0.31978214 0.32740414 0.11730368 0.1921967  0.46876648
 0.32922393 0.22151485 0.33078778 0.26685193 0.29912668 0.22492133
 0.3275493  0.29574013 0.2948829  0.31361002 0.3384513  0.29299024
 0.27862257 0.30680645 0.3820586  0.44067162 0.23565538 0.31368488
 0.2479453  0.28923526 0.35480523 0.27001032 0.29269755 0.3047512
 0.37909    0.2773725  0.08527975 0.38865936 0.3335591  0.34581763
 0.27476004 0.27209336 0.22050968 0.28825977 0.32702872 0.24559525
 0.23873669 0.40083876 0.21634272 0.28131473 0.22589174 0.3307293
 0.28005943 0.24896926 0.2670229  0.35597157 0.30455673 0.36083207
 0.22052674 0.40618345 0.33622417 0.40759617 0.2479128  0.2851226
 0.31596923 0.23597997]",0.46876648,273080930.0,"[20  7  5  8  8  6  9  8 10 11  6 16 23  8  6  9 17  5  6 11  4  5 12 14
  8 15 18 12 21 18  8 16 13 10  7  9 15 12 18 13 12  7 14  5 13  5  6 14
 10 19 10 13  7  7 12 10  7 16  6 13  5  8 19  5 10 12 11  8 12  4  6 10
  6  9  7  6 14 11  8 11 12  9  5  8  8 12 19 18  8 10 13  8  9 11  7 14
 19  7  8 10  7 13  9 10  8 16 10 11  7 25  7 11 10  8  9 15 13 21 14 13
 15  8  8 20  7 15 13  8]",-52,1381
100.0,4,2,26,3656663.2,"[2565221.5  1827765.1  1358714.5  2279509.   2238574.8  2055891.5
 1386389.6  2656192.   2084493.8  2095163.2  1388760.2  3269554.5
 2217767.5  2068902.9  2416499.8  1874961.4  2367770.8  1578372.2
 1996901.8  2623624.   1874359.5   907499.7  2418826.2  2271879.
 2315191.   1925859.4  2059426.9  2209175.2  2099269.8  2815809.5
 2849943.   2862434.8  1909290.2  1995930.1  2192605.2  2377833.5
 2052415.9  1987562.   2746687.   1993752.8  1852906.5  1807426.
 2771812.   2216894.5  2096100.8  1826499.   1751209.5  2236425.
 2730253.5  2325040.8  2676837.8  2011752.   1550132.2  1766959.5
 1909439.9  2367341.5  1607674.8  2748787.5  1158436.9  1969513.8
 1180488.   2332916.5  2396296.5  2296771.2  2876049.5  2109336.2
 2506807.   2302431.2  2358911.    844586.56 1383816.4  3375118.8
 2370412.2  1594907.1  2381672.   1921333.9  2153712.2  1619433.6
 2406796.2  2129329.   2123156.8  2257992.2  2463816.5  2109529.8
 2006082.5  2209006.5  2750821.8  3172835.8  1696718.5  2258531.2
 1786611.2  2082494.1  2554597.8  1944074.2  2107422.2  2196983.
 2729448.   1997082.    614014.1  2843571.5  2401625.5  2489887.2
 1978272.2  1959072.1  1587669.6  2075470.4  2354607.   1771645.
 1718904.1  2886039.   1558560.9  2025466.2  1626420.5  2381251.
 2020112.9  1828311.8  1922565.   2591947.2  2192808.2  2597990.8
 1587792.5  2924520.8  2420814.   2934692.2  1784972.   2052882.9
 2274978.5  1699055.9 ]",3375118.8,[ 3.794479e+03 -8.808958e-01],3243.529,[-1085.4185   -599.59546],273692480.0,0.5078699,"[0.35628074 0.25385627 0.18871033 0.31659847 0.31091315 0.28554046
 0.1925541  0.3689155  0.28951305 0.2909949  0.19288334 0.4541048
 0.30802327 0.28734758 0.33562496 0.26041132 0.32885706 0.21921837
 0.27734745 0.36439222 0.26032773 0.12604164 0.33594805 0.31553876
 0.32155427 0.26748046 0.2860315  0.30682984 0.29156524 0.39108464
 0.3958254  0.39756036 0.2651792  0.2772125  0.3045285  0.3302546
 0.28505778 0.27605027 0.38148436 0.27691013 0.25734812 0.25103137
 0.3849739  0.30790198 0.29112512 0.2536804  0.24322352 0.3106146
 0.3792019  0.32292235 0.37178305 0.27940997 0.21529615 0.24541105
 0.26519996 0.3287974  0.22328818 0.381776   0.16089402 0.27354357
 0.16395666 0.32401615 0.33281893 0.31899598 0.39945135 0.29296333
 0.34816766 0.31978214 0.32762653 0.11730368 0.1921967  0.46876648
 0.32922393 0.22151485 0.33078778 0.26685193 0.29912668 0.22492133
 0.33427727 0.29574013 0.2948829  0.31361002 0.34219676 0.29299024
 0.27862257 0.30680645 0.3820586  0.44067162 0.23565538 0.31368488
 0.24814045 0.28923526 0.35480523 0.27001032 0.29269755 0.30513653
 0.37909    0.2773725  0.08527975 0.3949405  0.3335591  0.34581763
 0.27476004 0.27209336 0.22050968 0.28825977 0.32702872 0.24606179
 0.23873669 0.40083876 0.21646678 0.28131473 0.22589174 0.3307293
 0.28057125 0.25393218 0.2670229  0.35999265 0.30455673 0.36083207
 0.22052674 0.40618345 0.33622417 0.40759617 0.2479128  0.2851226
 0.31596923 0.23597997]",0.46876648,273692480.0,"[20  6  5  8  8  6  9  9 10 12  7 16 23  9  7 10 18  5  6 12  4  5 12 14
  9 15 18 12 21 18  8 16 13 10  7  9 15 12 18 13 12  7 15  5 13  5  6 13
 10 19  9 13  7  7 12 10  7 16  4 13  5  8 17  5 10 13 11  8 13  4  6 10
  6  9  7  6 14 11  6 11 12  9  6  8  8 12 19 18  8 10 13  8  9 11  7 15
 19  7  8 10  7 13  9 10  8 16 10 10  7 25  7 11 10  8  9 15 13 18 14 13
 15  8  8 20  7 15 13  8]",-33,1382
100.0,3,3,38,3656663.5,"[2565221.5  1827765.1  1358714.5  2284795.   2265912.   2056115.5
 1386610.   2656192.   2084493.8  2095163.2  1388760.2  3269554.5
 2218681.2  2068902.9  2416499.8  1874961.4  2368401.5  1578372.2
 1996901.8  2623624.   1874359.5   907499.7  2418826.2  2271879.
 2315191.   1928398.6  2059426.9  2209568.   2099269.8  2815809.5
 2849943.   2862434.8  1916276.6  2002745.2  2192605.2  2377833.5
 2052434.   1987562.   2748655.8  1993752.8  1852906.5  1807426.
 2771812.   2216894.5  2096100.8  1826499.   1904062.8  2259016.2
 2758715.2  2325654.5  2676837.8  2011752.   1550132.2  1766959.5
 1914960.8  2367341.5  1607674.8  2748787.5  1158436.9  1979117.8
 1180488.   2332916.5  2396296.5  2296771.2  2876049.5  2109336.2
 2506807.   2302431.2  2358911.    844586.56 1383816.4  3375118.8
 2370412.2  1594907.1  2381672.   1926101.8  2153712.2  1619433.6
 2406796.2  2129329.   2123156.8  2257992.2  2463816.5  2109529.8
 2006082.5  2209006.5  2753614.8  3240194.2  1696718.5  2270448.
 1786611.2  2082494.1  2554597.8  1944636.5  2111948.5  2196983.
 2729448.   1997082.    614014.1  2851053.5  2401625.5  2489887.2
 1978272.2  1959072.1  1587669.6  2113059.8  2638846.2  1799937.4
 1718904.1  2886039.   1558560.9  2025466.2  1677049.4  2381251.
 2020112.9  1828311.8  1922565.   2591947.2  2207382.8  2597990.8
 1587927.6  2979509.5  2420814.   2934692.2  1784972.   2053866.
 2274978.5  1699055.9 ]",3375118.8,[ 3.794479e+03 -8.808958e-01],3243.529,[-1085.4185   -599.59546],274536300.0,0.50786996,"[0.35628074 0.25385627 0.18871033 0.3173326  0.31470996 0.28557158
 0.19258471 0.3689155  0.28951305 0.2909949  0.19288334 0.4541048
 0.30815017 0.28734758 0.33562496 0.26041132 0.32894468 0.21921837
 0.27734745 0.36439222 0.26032773 0.12604164 0.33594805 0.31553876
 0.32155427 0.26783314 0.2860315  0.30688444 0.29156524 0.39108464
 0.3958254  0.39756036 0.26614952 0.27815908 0.3045285  0.3302546
 0.2850603  0.27605027 0.38175774 0.27691013 0.25734812 0.25103137
 0.3849739  0.30790198 0.29112512 0.2536804  0.26445317 0.31375223
 0.3831549  0.32300758 0.37178305 0.27940997 0.21529615 0.24541105
 0.26596677 0.3287974  0.22328818 0.381776   0.16089402 0.27487746
 0.16395666 0.32401615 0.33281893 0.31899598 0.39945135 0.29296333
 0.34816766 0.31978214 0.32762653 0.11730368 0.1921967  0.46876648
 0.32922393 0.22151485 0.33078778 0.26751414 0.29912668 0.22492133
 0.33427727 0.29574013 0.2948829  0.31361002 0.34219676 0.29299024
 0.27862257 0.30680645 0.38244647 0.450027   0.23565538 0.31533998
 0.24814045 0.28923526 0.35480523 0.27008843 0.2933262  0.30513653
 0.37909    0.2773725  0.08527975 0.39597964 0.3335591  0.34581763
 0.27476004 0.27209336 0.22050968 0.2934805  0.36650643 0.24999133
 0.23873669 0.40083876 0.21646678 0.28131473 0.23292351 0.3307293
 0.28057125 0.25393218 0.2670229  0.35999265 0.30658093 0.36083207
 0.2205455  0.41382074 0.33622417 0.40759617 0.2479128  0.28525916
 0.31596923 0.23597997]",0.46876648,274536300.0,"[20  6  5  8  6  7 10  9 10 12  7 16 24  9  7 10 19  5  6 12  4  5 12 14
  9 19 18 13 21 18  8 16 12  9  7  9 15 12 19 13 12  7 15  5 13  5  7 14
 12 21  9 13  7  7 10 10  7 16  4 14  5  8 17  5 10 13 11  8 13  4  6 10
  6  9  7  7 14 11  6 11 12  9  6  8  8 12 20 15  8 10 13  8  9 12  8 15
 19  7  8 11  7 13  9 10  8 14 11 11  7 25  7 11  8  8  9 15 13 18 13 13
 16  9  8 20  7 16 13  8]",-57,1395
100.0,7,6,36,3656663.5,"[2565221.5  1833120.9  1358714.5  2284795.   2265912.   2056115.5
 1386610.   2656192.   2084493.8  2095163.2  1388760.2  3290977.5
 2218681.2  2068902.9  2416499.8  1874961.4  2368401.5  1578372.2
 1996901.8  2624579.8  2038963.5   907499.7  2428063.5  2271879.
 2317105.2  1928398.6  2059426.9  2209568.   2101545.   2908796.
 2849943.   2863210.   1916276.6  2002745.2  2442426.2  2377833.5
 2052434.   1987575.   2748655.8  1993752.8  1852906.5  1807426.
 2771812.   2240287.8  2096100.8  1826499.   1904062.8  2259016.2
 2758715.2  2325654.5  2678448.5  2011752.   1550690.5  1766959.5
 1915547.   2367435.8  1607674.8  2748787.5  1158436.9  1979117.8
 1276827.5  2332916.5  2405742.   2306894.5  2877233.   2109336.2
 2506807.   2302431.2  2384742.    844586.56 1383816.4  3375118.8
 2370412.2  1594907.1  2381672.   1926101.8  2153712.2  1619433.6
 2406796.2  2129329.   2123156.8  2257992.2  2463816.5  2109529.8
 2006082.5  2209006.5  2753718.5  3240194.2  1697265.6  2270448.
 1786611.2  2340581.   2554597.8  1944636.5  2111948.5  2196983.
 2729448.   1997082.    614014.1  2851053.5  2411025.5  2489887.2
 1982201.9  1961000.5  1587669.6  2113059.8  2638846.2  1799937.4
 1718904.1  2888405.2  1587034.   2025466.2  1880706.   2381251.
 2020112.9  1828311.8  1922565.   2591947.2  2207382.8  2618928.5
 1588782.8  3009299.   2534666.   2951191.2  1784972.   2053866.
 2275441.8  1699055.9 ]",3375118.8,[ 3.794479e+03 -8.808958e-01],3243.529,[-1085.4185   -599.59546],275945700.0,0.50786996,"[0.35628074 0.25460014 0.18871033 0.3173326  0.31470996 0.28557158
 0.19258471 0.3689155  0.28951305 0.2909949  0.19288334 0.4570802
 0.30815017 0.28734758 0.33562496 0.26041132 0.32894468 0.21921837
 0.27734745 0.364525   0.28318936 0.12604164 0.33723098 0.31553876
 0.32182017 0.26783314 0.2860315  0.30688444 0.29188123 0.40399945
 0.3958254  0.397668   0.26614952 0.27815908 0.33922586 0.3302546
 0.2850603  0.27605206 0.38175774 0.27691013 0.25734812 0.25103137
 0.3849739  0.3111511  0.29112512 0.2536804  0.26445317 0.31375223
 0.3831549  0.32300758 0.37200674 0.27940997 0.21537367 0.24541105
 0.2660482  0.3288105  0.22328818 0.381776   0.16089402 0.27487746
 0.17733712 0.32401615 0.33413082 0.32040203 0.3996157  0.29296333
 0.34816766 0.31978214 0.3312142  0.11730368 0.1921967  0.46876648
 0.32922393 0.22151485 0.33078778 0.26751414 0.29912668 0.22492133
 0.33427727 0.29574013 0.2948829  0.31361002 0.34219676 0.29299024
 0.27862257 0.30680645 0.3824609  0.450027   0.23573138 0.31533998
 0.24814045 0.32508066 0.35480523 0.27008843 0.2933262  0.30513653
 0.37909    0.2773725  0.08527975 0.39597964 0.33486462 0.34581763
 0.2753058  0.27236116 0.22050968 0.2934805  0.36650643 0.24999133
 0.23873669 0.40116745 0.22042139 0.28131473 0.26120916 0.3307293
 0.28057125 0.25393218 0.2670229  0.35999265 0.30658093 0.3637401
 0.2206643  0.4179582  0.35203695 0.40988767 0.2479128  0.28525916
 0.3160336  0.23597997]",0.46876648,275945700.0,"[20  5  5  8  6  7 10  9 10 12  7 17 24  9  7 10 19  5  6 14  5  5 12 14
  8 19 18 13 20 17  8 17 12  9  8  9 15 13 19 13 12  7 15  6 13  5  7 14
 12 21 10 13  7  7 11 11  7 16  4 14  6  8 21  6 11 13 11  8 10  4  6 10
  6  9  7  7 14 11  6 11 12  9  6  8  8 12 20 15  8 10 13  9  9 12  8 15
 19  7  8 11  8 13  8 10  8 14 11 11  7 24  8 11  9  8  9 15 13 18 13 13
 17 11  9 20  7 16 14  8]",-67,1413
