iteration,coverage,emitter_mutation_count:,emitter_variation_count:,global_hypervolume,hypervolumes,max_hypervolume,max_scores,max_sum_scores,min_scores,moqd_score,normalised_global_hypervolume,normalised_hypervolumes,normalised_max_hypervolume,normalised_moqd_score,num_solutions,removed_count,total_num_solutions,time
10,97.65625,0,87,1972652.8,"[1046302.6  1152690.2   941486.8  1607366.8   829712.6   716775.8
  692708.94  703334.25 1125494.4  1173287.8   697449.   1179615.5
 1260653.8  1300100.2   916571.3  1016031.75  847146.75  330347.03
  802271.6  1104910.8   775953.44  507237.53 1195164.   1035936.5
  790607.9   725183.25 1166470.1  1570081.9  1144630.5   859062.44
  983484.25  825658.56  999236.9  1150493.9   892758.94 1279142.8
  867004.2        -inf 1072811.6   671722.    908920.4   757362.56
  943805.75  831549.25 1045511.4   757594.    812251.1  1164138.2
 1317638.6   824899.75 1483445.    660884.3   709372.9   616317.5
 1126041.6   763751.75 1194874.2  1214182.    508949.16  985924.25
  854578.56 1421359.4  1278171.4   974695.25 1337707.8  1017602.5
  820188.25 1156231.6   874268.75  708383.44  782376.6  1120741.
  700720.75  825254.2   902327.56 1000377.9  1297657.4   849875.5
  831615.5   955189.56 1029262.25       -inf  788786.9  1054865.
 1066339.9  1452831.6   886473.   1083211.    702316.25  721729.1
  991075.   1449316.5  1318026.5   750118.94  887525.1  1409723.4
 1310813.4   703072.    638716.   1093923.9   830660.75  905276.44
  847579.94  986300.2   874205.1   892388.9   940262.94  862599.
  690411.4  1042065.5   340274.6   718776.5   896650.4   777959.44
  828661.56 1075446.6        -inf 1238811.9   838500.94 1310433.8
  860544.3  1048710.8  1045902.56 1034863.5   448705.34 1016429.5
 1164762.   1076245.2 ]",1607366.8,[2031.214   -236.15918],1488.6903,[-1109.0641   -594.63074],120225190.0,0.27397957,"[0.14531982 0.16009587 0.13076204 0.2232454  0.11523785 0.09955219
 0.09620957 0.09768531 0.15631868 0.16295663 0.09686792 0.1638355
 0.1750908  0.18056948 0.12730156 0.14111552 0.11765926 0.04588153
 0.11142662 0.1534598  0.10777131 0.07044966 0.165995   0.14388008
 0.10980664 0.10071989 0.16200975 0.21806695 0.15897648 0.11931422
 0.13659504 0.1146748  0.1387829  0.1597908  0.1239943  0.1776587
 0.12041724       -inf 0.14900161 0.09329473 0.12623894 0.10518925
 0.13108413 0.11549295 0.14520992 0.10522139 0.11281266 0.16168585
 0.18300536 0.11456943 0.206034   0.09178949 0.098524   0.08559965
 0.15639466 0.10607662 0.16595475 0.16863638 0.07068738 0.13693394
 0.11869146 0.19741103 0.17752379 0.13537434 0.18579274 0.14133368
 0.11391504 0.16058773 0.12142622 0.09838659 0.10866342 0.15565847
 0.09732233 0.11461864 0.12532327 0.13894138 0.18023019 0.11803826
 0.11550215 0.13266522 0.14295308       -inf 0.10955373 0.14650902
 0.14810275 0.20178215 0.12312125 0.15044595 0.09754391 0.10024016
 0.1376493  0.20129395 0.18305925 0.10418318 0.12326737 0.19579491
 0.18205741 0.09764888 0.08871056 0.15193386 0.11536954 0.12573284
 0.11771944 0.13698614 0.12141739 0.1239429  0.13059208 0.11980543
 0.09589045 0.1447313  0.04726036 0.09983006 0.12453477 0.10804992
 0.11509188 0.1493676        -inf 0.17205723 0.11645847 0.18200468
 0.11952005 0.14565426 0.14526424 0.14373103 0.06232018 0.14117076
 0.16177249 0.1494785 ]",0.2232454,120225190.0,"[ 4  5  3  6  4  2  7  4  4  9  6  4  4  3  3 10  2  1  3  8  1  1  3  4
  5  2  7  8  7  3  4  1  6  7  3  8  2  0  1  3  3  2  6  1  1  6  2  5
  3  7  5  1  4  2  4  4  2  3  3  4  2  5  4  3  3  6  4  7  1  2  2  1
  4  3  5  6  8  3  2  5  4  0  3  3  9  5  5  5  2  2  2  7  4  1  5  7
  4  4  4  5  2  2  2  5  3  4  2  4  2  8  3  2  3  3  2 11  0  7  2  4
  7  3  3  4  4  6  6  3]",60,500,42.254465103149414
20,98.4375,0,92,2846746.8,"[1532315.2  1209579.8  1160623.9  1729245.8  1366245.8  1022047.75
  891193.3  1044774.9  1174680.1  1360544.8   979771.6  1262623.4
 1451425.1  1737822.2  1242832.8  1281352.1  1660354.5  1026190.75
  856511.06 1205211.9  1605643.5   689356.44 2005277.5  1251294.4
 1182343.4   902430.75 1321286.8  1614027.2  1487924.2  1391969.2
 1664386.4   864321.5  1456587.1  1509002.2  1373155.5  1717517.
 1203317.2        -inf 1211835.2   855737.3  1082017.1  1163513.8
 2039135.4   878546.44 1219420.   1061585.4   912683.   1827288.4
 1685937.2  1772441.8  1595111.6   914839.4  1105713.1  1221325.6
 1233930.5   822803.56 1486813.   1362918.5   836875.25 1061140.6
 1030836.9  1701379.5  1457994.4  1404578.1  1797690.1  1130455.1
 1311275.9  1388673.   1202005.8   708383.44  936187.75 1893326.2
  841607.5  1099239.5   905119.2  1550156.9  1837726.5   853112.25
  933914.25 1730784.8  1087087.6  1213460.8  1715827.8  1168385.
 1625817.8  1692664.6  1267840.4  1138593.6   727253.2  1798904.5
 1007451.5  1551961.   1628508.5  1012810.94  953288.4  1485886.2
 2072386.1   759373.4   731129.   1623174.8   967574.25 1196965.6
 1081717.5  1163469.9  1079358.8  1079137.9  1231374.6  1212140.
 1028514.1  1711873.6   932037.6  1180309.   1201891.5   855001.8
  987102.4  1278923.6        -inf 1444061.4  1403383.   1587825.9
 1031866.   1696675.4  1856119.8  1464017.2  1047808.25 1190726.
 1527125.   1279855.5 ]",2072386.1,[2940.3232     -8.554556],2387.6235,[-1156.0447   -594.63074],161479920.0,0.3953815,"[0.21282157 0.16799718 0.16119777 0.24017303 0.18975635 0.14195107
 0.12377685 0.14510763 0.16315001 0.18896455 0.13607939 0.17536435
 0.20158683 0.24136421 0.17261566 0.17796558 0.23060478 0.14252649
 0.11895988 0.16739053 0.22300605 0.09574395 0.27851078 0.17379089
 0.16421434 0.12533762 0.18351203 0.22417043 0.20665613 0.19332904
 0.23116478 0.12004466 0.20230377 0.20958364 0.19071606 0.23854405
 0.16712737       -inf 0.16831043 0.11885241 0.15028015 0.16159911
 0.28321323 0.12202033 0.1693639  0.1474424  0.12676154 0.25379005
 0.23415795 0.24617243 0.22154327 0.12706101 0.15357126 0.16962855
 0.17137924 0.11427826 0.20650181 0.18929423 0.11623266 0.14738064
 0.14317179 0.2363027  0.2024992  0.19508031 0.24967918 0.15700765
 0.18212166 0.19287124 0.16694525 0.09838659 0.13002606 0.26296198
 0.11688993 0.15267217 0.12571101 0.21529956 0.25523978 0.11848781
 0.12971032 0.24038675 0.15098439 0.16853623 0.23830941 0.1622757
 0.225808   0.2350923  0.17608893 0.15813798 0.10100739 0.24984783
 0.13992381 0.21555015 0.22618175 0.14066818 0.13240118 0.2063731
 0.28783146 0.10546852 0.10154568 0.22544095 0.13438532 0.16624522
 0.15023856 0.16159302 0.14991093 0.14988026 0.17102426 0.16835278
 0.14284918 0.23776022 0.12944967 0.16393179 0.1669294  0.11875024
 0.13709754 0.1776283        -inf 0.20056409 0.19491431 0.22053137
 0.1433147  0.23564935 0.2577944  0.20333573 0.14552891 0.1653786
 0.21210068 0.17775771]",0.28783146,161479920.0,"[ 4  3  3 11  1  4  3  4  6 11  3  5  5  5  3  5  8  2  4  9  4  2  9  6
  6  7 10  9  7  5  7  2  2 10  3 10  7  0  3  2  6  3  5  2  4  5  2 13
  7  9  4  4  7  4  5  3  4  5  5  5  3  9  6  4  6  5  3  7  3  2  4  5
  7  3  7  7  9  4  2  4  4  3  2  5  5  4  9  6  2  3  3  7  8  3  4  4
  5  2  6  5  4  3  6  8  4  4  4  5  2  5  3  3  2  4  2  6  0  9  3  4
 13  4  3  7  2  9  7  2]",83,630,30.556925296783447
30,98.4375,0,87,3015277.5,"[1598272.   1449009.5  1415144.   1955418.1  1885613.8  1191499.1
  972797.94 1650768.   1791294.9  1703719.2   983963.9  1368290.
 1593744.5  2047067.4  1477837.2  1635121.1  2108573.   1405236.
  947885.25 1878601.1  2140583.    716952.9  2175449.5  1552041.8
 1793574.2  1870916.6  1399737.8  1849032.4  1754082.2  1702421.8
 1931881.2   931714.75 1955002.2  1803044.2  2369870.   1911204.8
 1362102.4        -inf 1576155.9  1484066.1  1682929.6  1356763.2
 2343069.5  1508935.4  1251969.1  1425777.   1288599.   1877825.8
 2090313.6  1827590.2  1662373.5  1153618.9  1327289.8  1399260.
 1665152.2  1358463.6  1555479.   2344519.8   876992.75 1061249.9
 1046705.44 1985353.8  2027256.4  2142398.8  2198652.8  1525965.6
 2278710.   1775224.2  1462750.6   833850.6   956147.1  1998819.2
  988301.3  1496233.2  1524459.5  1695312.9  1916210.9  1341641.4
 1729383.1  1849836.1  1296721.9  1911070.5  2078785.8  1601625.
 1995980.5  2118474.   1739451.9  2369241.5  1335650.9  2015760.
 1913859.5  1719972.4  1793059.4  1851514.6  2019244.8  1627048.
 2087365.4   829262.7   825607.6  1636043.4  1307600.5  1226545.5
 1607357.   1564883.8  1203529.9  1840485.8  1776692.4  1767166.5
 1234876.2  2499428.5  1233885.5  1484155.5  1375551.4  1453223.
 2046641.6  1589273.1        -inf 1631352.4  2074591.1  1726715.6
 1355137.2  2248040.5  2165601.5  2262552.5  1380259.2  1375647.2
 1976069.5  1737287.9 ]",2499428.5,[ 2.9403232e+03 -2.4517760e+00],2387.6235,[-1156.0447   -594.63074],207081380.0,0.41878852,"[0.22198221 0.20125131 0.19654776 0.27158582 0.26189083 0.16548598
 0.1351108  0.22927335 0.24879098 0.23662767 0.13666165 0.19004028
 0.22135338 0.2843149  0.20525517 0.22710015 0.29285735 0.19517165
 0.13165073 0.26091683 0.29730314 0.09957679 0.30214575 0.21556136
 0.24910752 0.25984955 0.19440803 0.25681004 0.24362251 0.23644745
 0.26831684 0.12940483 0.27152807 0.2504228  0.3291486  0.2654451
 0.18918087       -inf 0.21891055 0.20612031 0.23374024 0.18843934
 0.32542634 0.20957437 0.1738846  0.1980246  0.17897208 0.26080912
 0.2903213  0.25383198 0.23088522 0.16022485 0.1843458  0.19434166
 0.23127115 0.1886755  0.21603876 0.32562774 0.12180455 0.1473958
 0.14537576 0.27574354 0.28156337 0.2975554  0.30536842 0.21193966
 0.3164875  0.24655892 0.20315982 0.11581258 0.13279821 0.27761382
 0.13726409 0.20781018 0.21173048 0.23546012 0.26614037 0.18633907
 0.24019209 0.25692168 0.18010026 0.26542646 0.28872025 0.22244787
 0.27721947 0.2942325  0.24159054 0.3290613  0.18550706 0.27996668
 0.26581383 0.23888505 0.249036   0.2571548  0.28045067 0.22597888
 0.28991187 0.11517537 0.11466772 0.22722824 0.1816112  0.17035355
 0.22324404 0.21734498 0.1671569  0.25562304 0.24676283 0.2454398
 0.17151058 0.34714285 0.17137298 0.20613271 0.1910488  0.20183651
 0.28425577 0.22073238       -inf 0.22657672 0.28813767 0.23982163
 0.1882135  0.31222785 0.300778   0.3142434  0.19170266 0.19106212
 0.2744541  0.24128999]",0.34714285,207081380.0,"[ 4  5  4 11  5  4  6  4  7  7  5  4  8  3  3  7  9  2  3  7  5  3  9  9
  2  7  8 10  8  6  5  2  5 12  7 16 10  0  7  2  3  5  9  4  5  4  3 10
 10  9  3  2  4  2  7  2  8 13  7  5  4  9  7  3  7  9  6 14  5  4  5  9
  4  3  9  8  7  2  2  8  7  4  5  6  6 11  7 10  2  9  6  7  7  4  4  8
  7  1  6  6  5  4  7  7  5  9  5  7  4  9  1  5  5  1  5  9  0  5  9  5
  6  4 12  8  4  9  6  6]",88,766,31.802454233169556
40,100.0,0,82,3184089.2,"[2370734.2 1699169.5 1551893.4 2141262.  1892302.8 1904262.  1271018.8
 2430008.5 1934817.8 2081029.4 1096584.1 1691202.9 1595378.  2244317.
 1561463.  1800885.8 2160726.2 1446393.4 1943397.5 2427519.2 2503790.5
  721688.9 2329901.8 2073534.  1947962.1 1920910.2 1821942.  1995831.8
 1905681.5 1928352.4 2121011.5 1643931.8 2238475.5 2058174.5 2410983.2
 2080091.  1927570.6 1572311.4 1829903.6 1672318.  1741029.5 1505201.9
 2447372.5 2027133.9 2057044.5 1458424.4 1501753.9 1939259.2 2675422.5
 1884213.9 1952390.  1834275.8 1409937.8 1635276.8 1899276.1 1746122.5
 1614814.  2674075.   933980.  1869924.8 1210068.5 2089518.6 2222194.5
 2462104.  2638901.2 1528940.2 2329425.  2097702.2 1680850.9  883168.4
 1166705.5 2647681.5 1994808.9 1672514.5 1908075.  2076920.4 2160433.
 1452394.8 2272687.2 1959093.  1348687.  2104278.8 2352054.  1622758.5
 2058148.6 2219223.5 2613407.5 2421742.8 1489257.5 2290093.8 1943091.1
 2173713.5 1804918.2 1957411.4 2029857.1 1828052.  2529514.8 1849930.
 1022031.4 1802520.5 1822852.2 2162979.2 1630329.2 1758408.6 1243041.8
 1902835.2 1859861.8 1865990.9 1428203.5 2737555.5 1465742.9 1746294.9
 1433152.1 1879361.5 2408883.5 1772352.5 1588559.2 1806160.2 2310464.5
 1840628.8 1594885.2 2582516.5 2285734.  2701282.  1616652.8 1947208.6
 1993621.5 1750168.5]",2737555.5,[ 3.1170620e+03 -1.7708445e+00],2573.101,[-943.3956  -594.63074],243806270.0,0.44223464,"[0.32926863 0.23599578 0.21554074 0.2973975  0.26281986 0.26448083
 0.17653036 0.33750117 0.26872468 0.28903183 0.15230335 0.23488927
 0.2215803  0.31171072 0.21686986 0.250123   0.30010083 0.20088796
 0.26991633 0.33715546 0.3477487  0.10023457 0.32359746 0.2879908
 0.2705503  0.2667931  0.25304753 0.27719885 0.26467797 0.26782674
 0.29458493 0.22832385 0.31089938 0.28585756 0.33485878 0.28890154
 0.2677181  0.21837659 0.2541533  0.2322664  0.24180965 0.20905583
 0.33991286 0.28154638 0.28570062 0.20255895 0.20857692 0.26934153
 0.37158644 0.26169637 0.27116528 0.25476053 0.19582468 0.22712174
 0.26378834 0.24251701 0.2242797  0.37139928 0.12971944 0.25971174
 0.16806507 0.2902109  0.3086381  0.34195888 0.36651403 0.21235281
 0.3235312  0.29134756 0.2334515  0.12266228 0.16204242 0.36773354
 0.27705678 0.23229368 0.26501042 0.28846115 0.3000601  0.20172149
 0.315651   0.27209628 0.18731761 0.29226094 0.32667416 0.22538312
 0.28585398 0.30822548 0.36297327 0.33635318 0.2068413  0.31806856
 0.26987377 0.30190465 0.2506831  0.2718627  0.28192458 0.2538961
 0.3513215  0.2569347  0.1419488  0.25035006 0.2531739  0.30041376
 0.22643463 0.24422342 0.17264467 0.26428267 0.2583141  0.25916538
 0.19836159 0.3802161  0.20357539 0.24254096 0.19904889 0.26102242
 0.33456713 0.24616006 0.22063322 0.2508556  0.32089785 0.2556429
 0.22151183 0.35868284 0.31746304 0.37517804 0.2245351  0.27044562
 0.2768919  0.24307896]",0.3802161,243806270.0,"[10  8  4 13  6  7  3  6 10 14  5  3 10  6  5  9 11  7  2 13  7  5 10 13
  3 12 11 10 12  7  7  3 10  9  9 16 20  1 10  5  7  8 12  3 10  6  7 14
  8 14  4  4  3  4 10  4 10 17  8  8  4 13 10  4  8 12 16 15  6  5  2 12
  3  9  5  8 13  3  4  8  9  9  6  8  8 13 10 11  3  5  8 13  8  8  6 11
 10  4  4  5  6  4  5  8  4  9  5 10  3 19  4  8  6  4  9  8  2  7 13  7
  9  6  8 12  8  8  9  7]",49,1020,36.54535627365112
50,100.0,0,74,3234768.0,"[2595770.5 1735798.9 1717283.5 2269194.  2002509.6 2067178.  1465060.
 2722438.  2040301.9 2116975.2 1441970.2 2457296.8 2153351.5 2318355.8
 1561463.  1868992.5 2325832.  1568325.2 2003511.2 2566474.5 2603197.
 1136106.6 2506663.  2147384.5 1953200.4 1982072.8 1886909.1 2214709.
 1914785.8 2143740.2 2252800.  2126346.  2269435.2 2169213.  2580379.
 2102817.2 1956797.6 1974803.6 1878976.1 1709571.5 1855343.2 1637799.4
 2658070.5 2124633.2 2077656.1 1481724.5 1823976.2 1974294.6 2734128.
 1922420.  2178687.  1843496.1 1542524.6 1768687.  2112016.8 2095407.2
 2113354.5 2713428.  1020533.5 2032888.  1404217.9 2228546.2 2224013.8
 2470232.8 2721986.5 1725686.1 2422683.8 2132770.2 1789205.2 1005162.4
 1561404.5 2685654.5 2327290.5 1804794.8 2127911.8 2110714.  2213229.
 1690004.8 2485415.  2382500.2 1351483.1 2142453.2 2596708.5 1695015.9
 2132654.2 2318451.5 2684555.2 2536588.  1557591.6 2377627.  2019976.8
 2182001.8 2165579.  1987155.9 2033700.  1957394.5 2641282.5 1854846.2
 1047252.6 2136354.8 1853649.1 2220969.5 1902553.1 1796485.5 1609458.8
 1989475.4 1877061.9 2004937.  1490444.1 2823840.2 1485490.4 1875620.5
 1786596.9 2139459.  2577903.8 1849266.6 1717859.4 2240797.  2327375.
 1960024.  1594952.6 2626655.  2477365.2 2738501.5 1677129.8 2031330.5
 2058037.4 1884984.8]",2823840.2,[ 3.1170620e+03 -9.2548436e-01],2573.101,[-924.60394 -594.63074],261769390.0,0.44927335,"[0.36052367 0.2410832  0.2385116  0.3151658  0.27812636 0.28710803
 0.20348056 0.37811634 0.28337523 0.29402432 0.20027365 0.3412912
 0.29907662 0.32199386 0.21686986 0.25958228 0.3230322  0.21782294
 0.27826545 0.35645476 0.36155513 0.1577926  0.3481476  0.2982478
 0.27127784 0.2752879  0.2620707  0.30759847 0.26594248 0.2977417
 0.31288892 0.29532585 0.31519938 0.30127954 0.35838592 0.29205796
 0.27177745 0.27427828 0.2609689  0.23744048 0.25768656 0.22747213
 0.36917645 0.29508793 0.28856337 0.20579505 0.25333002 0.27420756
 0.37974    0.26700276 0.30259544 0.25604114 0.21423952 0.24565096
 0.29333562 0.2910288  0.29352146 0.376865   0.14174075 0.28234556
 0.19503026 0.3095203  0.30889082 0.34308788 0.37805367 0.23967862
 0.33648384 0.2962181  0.2485007  0.1396059  0.21686174 0.37300757
 0.32323474 0.2506659  0.29554328 0.29315472 0.3073929  0.23472291
 0.34519655 0.3309028  0.18770598 0.29756296 0.36065394 0.23541887
 0.29620197 0.32200718 0.3728549  0.35230392 0.21633218 0.33022594
 0.28055233 0.3030558  0.30077487 0.27599388 0.28245834 0.27186036
 0.3668448  0.25761756 0.14545177 0.29671592 0.25745127 0.30846798
 0.26424348 0.24951185 0.22353593 0.27631602 0.26070303 0.27846348
 0.20700614 0.3922     0.20631814 0.26050285 0.24813846 0.29714707
 0.35804218 0.25684258 0.23859158 0.31122178 0.32324654 0.2722256
 0.22152117 0.36481315 0.34407848 0.38034743 0.23293468 0.28212923
 0.2858385  0.26180345]",0.3922,261769390.0,"[14  6  5 19  5  4  4 10  9 16  4  7 11 10  5  9 15  7  3 13  5  7 14 15
  5 16 13 14 17  8 10  4 10  9 13 16 21  3 11  4  7  4 14  5 20  8  8 12
  7 14  4  5  4  4 10  5  9 21  7  8  4 16 13  5 10 10  9 17  6  5  3 14
  7  7  4  9 13  4  8  9  9 13  7  7  9 19 15 13  4  7  9 14  8 11  8 16
 11  6  7  7  8 10  8  7  2 11  5 10  4 22  7 15  7  5 11  9  6 11 15  7
 10  8  9 20  7 10 12  9]",43,1205,32.47412443161011
60,100.0,0,61,3266252.0,"[2621457.8 1752561.5 1717283.5 2271181.2 2176020.  2081452.4 1465123.1
 2851098.2 2101198.5 2126413.8 1525338.8 2597987.  2244283.8 2438924.5
 1626495.2 1887631.5 2402912.  1611740.4 2319164.8 2593064.5 2608582.8
 1470829.4 2532112.  2201336.2 2287843.5 1984576.  1922128.5 2221194.8
 1926361.4 2190038.  2315508.2 2505164.5 2342517.  2247004.5 2676940.5
 2177106.  1959856.6 2008493.4 2148007.8 1850455.9 1904842.9 1726713.8
 2693439.2 2215325.5 2078689.6 1604365.  1878656.4 2010104.6 2838465.8
 1936947.2 2359828.  1956301.2 1588851.5 1797417.  2122181.5 2233814.2
 2222949.5 2757473.  1048962.  2068703.4 1671971.4 2288924.8 2226021.
 2505270.  2868026.5 1742275.  2565547.8 2167762.  1793293.  1088249.4
 1610349.5 2757909.5 2545842.  1951929.  2266910.8 2234591.5 2406986.
 1758001.  2656480.5 2390355.8 1353359.1 2157008.  2678197.5 1931857.1
 2204306.8 2363576.  2751161.  2641023.  1630869.  2573660.2 2200812.8
 2199894.5 2192099.  1995968.  2267166.2 2039532.4 2657129.  1856034.8
 1472308.8 2238754.2 1854539.  2488899.8 1923143.1 1926055.4 1696155.9
 1994675.5 2219407.2 2081086.1 1619467.1 2863135.5 1487538.6 1889578.5
 1921876.6 2366044.8 2659524.  1891700.6 1719808.5 2320730.2 2332740.
 2036129.5 1611226.4 2826198.8 2555659.  2913709.  1726749.6 2047947.8
 2154357.8 2107702.5]",2913709.0,[ 3.1170620e+03 -3.4045774e-01],2573.101,[-714.8837  -594.63074],273168600.0,0.45364612,"[0.36409134 0.24341132 0.2385116  0.31544182 0.302225   0.28909057
 0.20348933 0.39598587 0.29183316 0.29533523 0.21185261 0.36083153
 0.31170604 0.3387395  0.22590211 0.26217103 0.3337378  0.22385283
 0.32210624 0.36014783 0.3623032  0.20428185 0.35168222 0.30574113
 0.31775606 0.2756356  0.2669623  0.30849928 0.2675502  0.30417192
 0.32159835 0.34793952 0.32534957 0.31208396 0.37179732 0.3023758
 0.27220234 0.27895743 0.29833436 0.25700778 0.2645615  0.23982133
 0.3740888  0.3076841  0.28870687 0.22282848 0.26092452 0.2791812
 0.39423135 0.26902044 0.3277539  0.27170852 0.22067381 0.24964124
 0.29474738 0.310252   0.308743   0.38298237 0.14568916 0.2873199
 0.23221824 0.31790623 0.30916956 0.34795415 0.398337   0.24198264
 0.35632607 0.30107805 0.24906844 0.15114574 0.22365966 0.383043
 0.35358918 0.27110127 0.31484872 0.31035993 0.3343036  0.24416682
 0.3689556  0.33199382 0.18796654 0.29958445 0.37197188 0.2683135
 0.30615374 0.32827443 0.3821057  0.36680877 0.2265096  0.3574528
 0.30566844 0.30554092 0.3044582  0.27721778 0.3148842  0.28326836
 0.36904567 0.2577826  0.20448731 0.31093806 0.25757486 0.34568053
 0.26710322 0.2675077  0.2355772  0.27703825 0.308251   0.28903976
 0.224926   0.39765775 0.20660259 0.26244146 0.2669273  0.32861733
 0.36937833 0.26273617 0.23886229 0.32232362 0.3239917  0.28279573
 0.22378145 0.39252758 0.3549526  0.4046818  0.23982634 0.2844372
 0.29921636 0.29273647]",0.4046818,273168600.0,"[16  8  5 21  5  9  5 16 13 19  3 11 13 11  4 10 15  9  6 18  6  3 16 21
  8 15 10 17 16 10 15  6 11 12  9 13 26  3 11  7  6  7 15  6 16  5  7 11
 11 14  6  6  7  6 12  4  9 25  7 11  4 16 16  9 14 10 15 14  8  3  4 11
  9  8  6 10 12  6 11  9 11 14 11  6 12 20 18  9  7  7 11 17 11 11  7 10
 14  8  5 11  9 14  7  7  3 14 10 13  4 28  8 13  6  6 12 14  9 13 19 10
 10  9 13 21  7 12 15  5]",50,1369,34.96667242050171
70,100.0,0,73,3301889.0,"[2721213.  1752584.6 1829012.  2282213.5 2195086.5 2101724.  1553572.
 2897154.5 2116906.2 2131971.2 1624488.  2718133.2 2254107.  2482838.5
 1626495.2 2121814.  2408983.5 1630071.  2319164.8 2598631.  2773678.2
 1672750.8 2566530.  2346816.5 2341271.8 1998735.4 1940564.5 2232607.2
 1926387.1 2387851.5 2321037.2 2523743.8 2351081.8 2301383.5 2680960.8
 2253687.5 1968848.2 2022237.8 2148294.5 2120196.  1940026.2 1726713.8
 2702322.2 2223038.5 2079203.5 1632732.  1878656.4 2094222.8 2898763.5
 1944411.9 2391718.8 2556743.5 1666629.5 1815846.8 2154314.  2307021.
 2231766.5 2765999.  1558459.2 2072360.1 1779201.5 2354054.  2258359.5
 2624821.2 2892159.  1742275.  2614565.5 2175535.  1803380.2 1493272.6
 1652247.8 2781286.2 2558943.  1980060.2 2271120.  2340342.5 2457065.8
 1775493.5 2872089.8 2523159.5 1582817.9 2162355.2 2691853.  1933886.2
 2226288.  2376517.5 2796176.  2789111.5 1635920.5 2693603.  2289920.
 2202757.2 2270931.5 1999653.9 2317205.5 2052734.6 2765273.5 1974713.2
 1566219.2 2441474.  1863267.  2498684.2 1957131.6 1949670.  1811427.9
 2038506.1 2277281.  2127536.  1627154.4 2892378.5 1593695.  1919715.2
 1968179.2 2377852.5 2864099.8 1892219.4 1720198.8 2369096.5 2349460.8
 2253783.  1623278.8 2860749.8 2564957.5 2922249.  1803908.  2052063.8
 2208707.5 2176263.2]",2922249.0,[ 3.117062e+03 -2.845235e-01],2573.101,[-714.8837  -594.63074],281168130.0,0.45859566,"[0.3779463  0.24341454 0.25402942 0.31697407 0.3048731  0.2919061
 0.21577388 0.40238258 0.29401475 0.2961071  0.22562334 0.37751848
 0.3130704  0.34483865 0.22590211 0.2946964  0.33458102 0.22639874
 0.32210624 0.36092094 0.38523307 0.23232651 0.35646248 0.32594672
 0.3251766  0.27760214 0.26952285 0.31008434 0.26755378 0.33164603
 0.32236627 0.35051996 0.32653913 0.31963658 0.37235564 0.31301215
 0.27345112 0.28086635 0.2983742  0.29447165 0.2694481  0.23982133
 0.3753225  0.30875534 0.28877825 0.22676834 0.26092452 0.29086426
 0.40260607 0.2700572  0.33218318 0.3551032  0.23147632 0.25220093
 0.29921025 0.3204196  0.30996755 0.38416648 0.21645269 0.2878278
 0.24711132 0.32695195 0.31366104 0.36455852 0.40168875 0.24198264
 0.36313412 0.3021576  0.25046948 0.20739898 0.22947884 0.38628978
 0.3554088  0.27500838 0.31543335 0.32504755 0.34125915 0.24659634
 0.39890137 0.3504388  0.21983583 0.30032712 0.3738685  0.2685953
 0.30920666 0.33007193 0.38835782 0.38737664 0.2272112  0.3741115
 0.31804442 0.3059385  0.31540716 0.27772972 0.3218341  0.285102
 0.38406575 0.27426577 0.21753046 0.33909363 0.2587871  0.34703943
 0.27182385 0.2707875  0.2515872  0.28312585 0.316289   0.29549116
 0.22599366 0.40171924 0.22134654 0.26662713 0.27335823 0.3302573
 0.39779162 0.26280823 0.2389165  0.32904112 0.326314   0.31302541
 0.22545536 0.39732632 0.3562441  0.40586787 0.25054276 0.28500885
 0.30676496 0.3022588 ]",0.40586787,281168130.0,"[21  9  6 21  8 10  4 16 13 21  5 14 15 16  4 13 17  9  6 19 12  3 16 24
 10 22 10 18 19 10 17  8 11  9 11 12 26 10 12 11 10  7 19  8 16  5  7 10
 14 23 10  6  6  8 15 11 11 27  3 14  4 17 17 11 20 10 17 15  9  3  3 11
  7  7  8  9 13  6 12 13  8 15 12  7 10 28 25 13  8 12 17 19 12 11  7 13
 15 11  4 12  9 10  9 11  4 13 10 13  5 29  4 11  9  7 16 14 12 13 16 12
 13  9 13 20  6 14 12  7]",56,1540,34.554097414016724
